OHHREL07,OHHID07,OHHSN07,Q36B1,Q36B2,Q36B3,Q36B4,Q36B5,Q36B6A,Q36B6B,Q36B6C,Q36B6D,Q36B6E,Q36B6F,Q36B7,Q36B8,Q36B9,Q36B10A,Q36B10B,Q36B10C,Q36B10D,Q36B10E,Q36B10F,Q36B10G,Q36B10H,Q36B10I,Q36B10J,Q36B11A,Q36B11B,Q36B11C,Q36B11D,Q36B12A,Q36B12B,Q36B12C,Q36B12D,Q36B14A,Q36B14B,Q36B14C,Q36B14D,Q36B15A,Q36B15B,Q36B15C,Q36B16A,Q36B16B,Q36B16C,Q36B16D,Q36B16E,Q36B16F,Q36B16G,Q36B16H,Q36B16I,Q36B16J,Q36B16K,Q36B16L,Q36B16M,Q36B16N,Q36B16O,Q36B16P,Q36B16Q,Q36B16R,Q36B16S,Q36B17A,Q36B17B,Q36B17C,Q36B17D,Q36B17E,Q36B18A,Q36B18B,Q36B18C,Q36B19A,Q36B19B,Q36B19C,Q36B19D,Q36B19E,Q36B20,Q36B21,Q36B22,Q36B23,Q36B24,Q36B25,Q36B26,Q36B27,Q36B28,Q36B28OS,Q36B29
1,148,3,1,0,2,3,3,3,5,3,3,5,5,3,0,3,3,3,2,3,2,3,3,3,2,2,2,2,2,2,5,4,2,1,5,2,3,5,5,5,1,3,3,3,2,2,3,3,3,3,2,3,3,3,3,3,2,3,2,2,3,2,2,2,1,3,3,3,2,2,2,3,2,5,0,0,5,0,0,0,0,0,0,0
1,7756,3,1,0,1,3,3,3,3,1,2,2,3,1,2,1,3,3,2,3,2,3,2,3,3,4,3,3,2,2,4,5,1,3,4,3,2,2,5,5,5,4,1,2,1,4,4,2,2,1,3,2,4,4,4,4,4,4,2,2,4,2,3,1,1,1,1,2,1,2,2,3,2,5,0,0,1,1,30,5,2,3,0,15
1,904,3,0,0,1,2,8,1,5,3,5,5,5,3,0,2,3,4,2,3,2,4,4,2,2,2,2,3,3,1,3,4,5,8,4,2,3,1,5,1,5,3,8,3,8,3,3,2,3,3,2,3,8,3,2,3,2,4,8,3,1,3,2,2,1,2,2,2,2,2,2,3,2,5,0,0,1,1,90,7,2,5,0,1
1,2668,3,6,5,1,1,1,4,5,4,5,5,5,3,0,4,4,4,1,4,1,4,4,1,1,1,1,1,1,1,3,4,5,1,2,1,1,1,5,5,5,4,3,2,2,3,4,2,4,3,1,2,3,4,3,4,1,4,1,3,2,2,1,1,1,4,4,3,1,1,2,2,1,5,0,0,1,1,50,6,2,7,1,5
1,2668,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,293,3,2,2,1,3,3,4,5,4,5,5,5,3,0,3,4,4,1,4,1,4,3,1,1,1,1,1,1,1,5,4,3,1,5,1,1,3,5,1,5,4,3,3,2,3,3,3,4,3,2,2,3,4,4,4,4,4,3,3,2,3,1,1,1,4,3,3,2,2,2,2,1,5,0,0,1,1,40,5,1,0,0,15
1,940,3,3,2,2,2,3,5,5,5,5,5,5,0,0,0,4,4,1,4,1,4,4,1,1,1,1,1,1,1,3,5,4,2,3,1,1,1,5,1,1,4,3,3,2,3,4,3,4,3,1,2,3,4,4,4,2,4,1,3,2,2,1,1,1,4,3,3,1,1,3,2,1,5,0,0,1,2,40,5,1,0,0,30
1,940,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,7955,4,0,0,2,3,2,3,5,3,4,5,4,3,0,4,3,3,2,4,1,3,3,4,2,3,3,2,2,2,4,1,3,2,4,5,3,3,1,1,5,3,2,2,1,3,2,3,2,2,2,4,3,3,2,3,4,3,3,2,3,4,2,1,1,3,3,4,2,2,2,2,3,5,0,0,1,1,60,5,1,0,0,25
1,1214,3,1,12,2,2,2,3,3,3,3,4,4,3,0,2,4,4,2,4,2,3,2,4,4,4,4,4,2,2,3,4,2,1,3,2,1,2,5,5,1,1,2,2,2,2,3,3,4,3,2,3,3,4,3,4,2,4,4,4,3,2,2,2,2,3,3,3,2,3,2,3,2,5,0,0,1,1,44,5,2,3,0,1
1,2199,3,7,2,2,2,2,5,5,3,5,5,5,3,0,4,4,4,1,3,1,4,3,1,1,1,1,1,1,1,3,4,1,5,2,1,1,2,5,1,1,4,2,2,1,3,3,2,3,2,2,2,3,4,3,3,2,4,2,3,2,2,1,1,1,4,4,3,2,1,2,2,1,5,0,0,1,1,40,5,1,0,0,60
1,732,3,1,20,1,2,3,3,5,5,5,5,5,1,1,3,3,3,1,3,2,3,3,3,2,2,2,2,2,2,3,4,5,1,5,2,1,1,1,1,5,4,2,2,2,4,4,1,8,3,2,2,3,4,4,4,2,4,2,4,3,2,2,2,2,4,4,2,2,1,2,1,1,5,0,0,1,1,40,5,2,1,0,30
1,1528,3,7,12,6,3,3,4,5,4,2,4,4,2,2,4,3,3,1,4,2,4,4,2,3,2,2,3,2,2,5,3,4,1,1,1,1,1,1,1,5,4,3,2,2,3,3,3,4,4,1,2,3,4,4,4,2,4,2,3,2,1,1,1,1,3,3,3,2,1,4,1,1,5,0,0,1,2,98,7,2,5,0,30
1,3357,4,1,0,5,3,3,4,4,4,4,5,5,3,0,3,3,3,1,3,1,3,3,3,2,2,2,2,2,2,4,5,3,1,4,1,1,2,1,1,5,4,3,3,2,2,1,2,4,3,2,3,3,4,4,4,1,4,1,2,3,3,2,1,1,3,3,3,2,2,2,2,2,5,0,0,1,1,50,5,1,0,0,10
1,2180,3,1,4,2,1,1,3,3,3,3,4,4,1,1,3,3,4,2,3,1,3,3,2,3,3,2,3,2,2,3,5,4,1,4,1,2,3,1,1,1,4,2,2,1,3,4,3,4,3,1,1,3,4,4,4,2,3,2,3,2,2,4,2,2,2,2,2,2,2,2,2,2,5,0,0,1,2,60,6,1,0,0,15
1,181,4,7,20,1,2,3,3,5,3,4,5,5,3,0,4,4,4,1,4,1,4,4,1,1,1,1,2,1,1,3,4,5,1,5,1,3,2,5,1,5,4,2,1,1,4,4,1,4,1,4,1,4,4,4,4,3,4,1,4,2,3,4,1,1,4,4,3,2,1,3,1,1,5,0,0,1,2,50,5,1,0,0,15
1,514,3,7,8,3,2,2,4,5,4,5,5,5,3,0,4,4,4,1,4,1,4,4,1,1,1,1,1,1,1,3,4,5,2,1,1,1,1,1,1,1,4,2,3,1,3,4,2,4,2,1,1,4,4,4,4,2,4,2,2,2,1,1,1,1,4,4,4,1,1,2,2,1,5,0,0,1,1,55,5,1,0,0,30
1,514,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6574,3,1,0,1,3,3,1,5,5,5,5,5,3,0,4,4,4,1,3,2,3,3,3,2,2,1,4,2,2,5,4,3,1,3,4,5,4,5,5,5,3,3,3,2,3,3,4,3,3,4,2,3,3,3,3,3,3,3,3,2,3,3,1,1,2,3,3,2,4,3,2,2,5,0,0,5,0,0,0,0,0,0,0
1,3656,3,7,40,5,3,3,4,3,4,4,5,3,3,0,3,3,4,1,4,2,4,4,1,2,1,2,2,2,2,3,4,5,1,5,3,2,1,1,1,5,4,3,4,3,3,3,3,4,3,2,2,3,3,4,3,3,4,2,3,2,2,1,2,1,4,4,4,1,2,4,1,1,5,0,0,5,0,0,0,0,0,0,0
1,3677,3,7,0,1,1,3,3,4,3,3,4,5,1,2,3,4,4,1,4,1,4,3,2,1,1,1,2,1,1,3,5,4,1,4,4,4,2,1,1,5,4,1,1,1,4,4,1,4,1,3,3,2,4,4,4,4,4,2,4,3,2,3,2,2,4,4,4,2,3,2,2,2,5,0,0,1,1,50,6,1,0,0,60
1,7981,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,7981,4,7,0,5,1,3,2,5,1,1,5,3,3,0,2,3,4,2,3,1,3,3,2,3,2,2,2,3,2,3,5,4,2,5,3,2,3,1,1,1,3,3,2,2,3,3,2,4,2,1,2,4,4,4,4,3,3,2,2,3,4,1,1,4,3,2,2,3,1,2,3,1,5,0,0,5,0,0,0,0,0,0,0
1,7031,5,7,2,6,3,3,5,5,4,5,5,5,2,1,4,4,4,1,4,1,4,3,2,2,1,1,2,2,1,4,3,5,1,5,1,2,1,5,1,5,3,2,3,2,4,4,2,4,2,2,2,4,4,4,4,2,4,2,4,1,2,1,1,1,4,4,3,2,2,2,2,2,5,0,0,1,1,40,5,1,0,0,10
1,5098,3,7,100,5,3,3,3,5,4,3,5,5,3,0,3,3,3,2,3,2,3,3,2,3,2,3,2,3,2,5,4,1,3,2,1,2,1,1,5,5,3,3,2,2,3,4,2,4,2,2,2,3,3,3,4,3,3,2,2,2,2,2,1,1,3,3,3,2,1,3,2,1,5,0,0,1,1,50,6,1,0,0,15
1,546,3,0,3,5,3,3,5,5,5,4,5,5,3,0,4,4,3,1,3,1,4,4,2,1,2,2,1,2,2,1,5,4,3,5,2,2,2,1,1,1,3,3,4,3,3,4,4,4,3,2,4,4,4,4,3,3,3,2,3,4,2,3,2,1,4,3,3,2,1,3,2,1,5,0,0,1,1,50,5,1,0,0,45
1,3468,3,1,0,5,3,3,3,5,3,4,5,5,3,0,3,4,4,1,4,1,4,4,1,1,1,1,3,1,1,3,5,4,1,3,1,1,2,5,1,1,4,1,2,1,4,4,2,4,9,2,2,3,3,3,3,1,4,1,3,2,2,1,1,1,3,3,3,1,1,2,1,1,5,0,0,1,1,40,4,1,0,0,50
1,1347,3,1,1,4,3,3,5,5,5,5,5,5,0,0,0,4,4,1,4,1,4,3,1,1,1,2,1,2,1,1,5,3,4,4,1,1,2,5,5,5,3,2,3,2,3,3,2,3,3,3,3,3,3,4,4,1,4,1,4,2,2,1,1,1,4,4,4,1,1,3,2,1,5,0,0,1,1,45,5,1,0,0,10
1,1347,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5293,3,7,0,5,3,3,4,5,3,3,3,4,3,0,2,3,3,1,3,1,3,3,2,2,2,2,2,3,3,4,5,1,2,4,4,4,3,5,5,5,3,3,3,3,3,4,3,4,3,3,2,3,3,3,4,4,4,3,4,4,4,4,3,1,3,3,3,1,2,2,2,1,5,0,0,1,1,20,5,2,7,1,12
1,5293,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,117,4,5,2,5,3,3,4,5,4,5,5,5,3,0,4,3,3,1,3,2,3,3,2,1,1,2,2,1,2,3,5,4,1,4,2,1,4,5,1,1,4,2,2,2,2,3,2,3,3,2,2,3,4,3,3,2,3,2,3,2,2,1,1,1,3,3,3,1,2,2,2,1,5,0,0,1,1,42,4,2,5,0,20
1,2888,2,1,3,1,3,3,4,4,4,5,5,5,2,1,4,4,4,1,4,1,4,4,2,1,2,2,1,3,1,3,4,2,5,3,2,2,2,5,5,5,4,2,1,1,3,4,2,4,2,3,3,4,4,4,4,2,4,1,4,3,3,2,3,1,4,1,2,2,1,2,2,1,5,0,0,1,1,40,5,1,0,0,30
1,2888,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1562,2,7,1,4,3,3,3,5,5,1,5,5,3,0,4,4,4,1,4,2,4,3,2,2,2,2,2,2,2,3,1,4,5,5,2,3,3,1,1,5,4,2,2,2,2,2,2,3,2,3,3,3,3,3,4,2,4,2,3,3,3,1,1,1,3,4,3,2,2,3,3,2,5,0,0,1,1,60,7,2,3,0,5
1,915,3,7,1,3,3,3,3,5,4,4,5,5,3,0,3,4,4,1,4,1,3,3,1,1,1,1,1,1,1,3,5,1,4,5,1,1,3,1,5,5,3,2,2,2,3,3,2,4,2,3,2,3,3,3,3,2,3,2,3,2,3,1,1,1,3,3,3,1,1,3,2,2,5,0,0,1,1,50,5,1,0,0,10
1,915,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2886,3,7,8,4,3,3,5,5,5,5,5,5,0,0,0,4,4,1,4,1,3,4,1,1,1,3,2,1,2,3,4,5,2,5,1,1,1,5,1,5,3,2,2,2,3,4,2,4,2,3,2,4,4,3,4,2,3,2,3,1,1,1,1,1,4,4,4,1,1,2,2,1,5,0,0,1,1,50,5,1,0,0,20
1,3408,3,7,20,5,3,3,3,5,4,3,5,5,3,0,3,3,3,1,3,1,3,3,2,2,1,2,2,2,2,4,5,3,1,5,2,2,4,5,5,1,3,2,2,1,3,4,2,4,2,3,3,4,4,4,4,2,4,1,2,1,1,1,1,1,3,3,3,1,1,2,2,1,5,0,0,1,1,55,6,1,0,0,20
1,2214,4,2,3,3,2,2,4,5,3,5,5,5,3,0,4,4,4,1,4,1,4,4,2,2,1,1,1,1,1,3,5,4,1,3,1,1,3,1,1,5,4,2,2,2,3,3,2,3,2,3,2,3,4,3,3,3,3,2,3,3,3,1,1,1,3,3,2,2,3,2,2,2,1,8,1,1,2,50,5,2,5,0,7
1,2967,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2967,4,6,6,1,1,2,4,5,5,5,5,5,3,0,4,4,4,1,4,1,4,4,1,1,1,3,2,2,2,3,4,5,2,3,1,1,1,1,5,1,3,2,2,2,3,3,2,4,2,3,3,3,3,3,3,2,3,2,3,2,3,2,1,1,4,3,3,2,2,2,2,1,5,0,0,1,1,50,5,1,0,0,15
1,1621,4,1,0,1,2,2,5,2,3,5,2,3,3,0,2,3,3,2,2,2,3,3,2,3,3,3,3,3,3,1,5,4,3,4,2,5,4,1,5,5,3,3,3,2,3,3,2,3,3,3,2,3,3,3,3,2,3,2,3,2,2,2,1,1,3,3,3,2,2,2,3,2,5,0,0,5,0,0,0,0,0,0,0
1,4537,4,2,8,5,3,3,4,5,4,5,5,5,3,0,4,3,3,2,3,2,3,2,2,2,2,2,2,2,2,5,3,4,1,1,1,1,1,5,1,5,3,3,3,3,3,3,3,4,3,2,3,4,3,3,3,3,3,2,3,2,2,4,1,1,4,3,2,1,1,3,1,1,5,0,0,1,1,50,5,1,0,0,15
1,1472,3,1,1,5,3,3,4,5,4,5,5,5,3,0,4,3,3,2,2,2,3,3,2,2,2,2,2,2,2,4,3,5,1,3,4,1,1,5,1,5,3,3,3,3,2,3,3,3,3,2,2,3,3,3,3,2,3,2,3,3,1,1,1,1,3,3,3,2,2,3,2,2,5,0,0,1,1,50,5,2,5,0,30
1,1472,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1276,3,7,8,5,2,2,4,5,4,4,5,5,3,0,3,4,4,1,4,1,4,4,1,1,1,2,2,1,1,3,4,5,1,1,1,1,1,5,5,5,3,2,2,2,3,3,2,4,2,3,3,4,4,4,4,2,4,2,3,2,2,2,1,1,3,4,3,2,1,2,2,1,5,0,0,1,1,50,7,1,0,0,2
1,5265,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5265,4,7,30,4,3,3,3,5,3,4,4,5,2,1,2,3,3,2,3,1,3,3,2,2,2,3,2,2,2,3,4,1,5,4,1,1,3,1,1,5,3,3,4,2,4,3,2,4,2,2,2,4,4,3,3,2,4,1,4,3,1,1,1,1,4,4,3,2,2,3,2,2,5,0,0,1,1,40,5,1,0,0,15
1,3002,3,7,12,4,3,3,4,5,5,3,5,5,1,3,4,3,3,1,3,2,3,3,2,1,1,2,2,2,2,5,3,4,1,1,1,1,2,1,1,5,3,3,4,2,2,3,3,4,3,2,3,3,4,4,4,2,4,2,3,2,2,1,1,1,3,3,3,2,1,2,2,1,5,0,0,1,1,45,5,1,0,0,50
1,1868,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1868,4,7,6,1,1,3,3,5,2,4,5,5,2,2,3,4,4,1,4,1,4,3,1,1,1,1,1,1,1,3,4,5,1,5,1,3,3,1,1,5,3,2,2,2,3,4,3,4,3,1,2,4,3,3,3,3,4,1,2,2,2,1,1,1,4,4,3,2,2,2,3,2,5,0,0,1,1,50,5,2,5,0,120
1,4460,3,3,4,4,2,3,3,5,3,4,5,5,3,0,3,4,4,1,4,4,4,4,3,1,1,2,1,1,2,3,5,4,2,2,1,1,2,5,5,1,2,3,2,2,3,4,2,4,3,2,1,4,4,3,4,2,4,1,3,2,2,1,1,1,3,3,3,1,1,3,2,1,5,0,0,5,0,0,0,0,0,0,0
1,4066,5,7,4,2,2,2,4,5,4,5,5,5,3,0,3,4,4,1,4,1,4,3,2,1,1,1,1,1,1,3,4,1,5,2,1,1,4,5,5,1,3,3,4,2,2,2,3,4,4,1,1,4,3,2,3,2,4,3,2,3,3,2,2,1,3,3,3,1,1,3,3,1,5,0,0,1,1,40,5,1,0,0,30
1,1168,3,0,60,1,2,3,4,4,4,4,5,5,1,2,3,4,4,1,4,1,3,3,2,1,1,2,2,2,1,4,3,5,2,2,1,2,1,5,1,5,3,1,2,1,3,4,3,3,2,3,2,3,3,3,3,2,3,2,2,3,2,1,1,1,3,4,3,2,1,2,2,1,5,0,0,1,1,44,5,1,0,0,90
1,3839,3,1,0,5,3,3,3,5,4,3,4,5,1,3,3,3,3,1,3,2,3,3,2,2,2,2,3,3,2,1,4,5,3,5,2,1,3,1,1,1,3,3,3,3,2,3,3,3,3,2,3,4,3,3,3,3,3,2,3,3,1,1,1,1,4,3,3,4,1,2,3,1,1,4,10,1,1,45,5,1,0,0,10
1,2431,3,3,0,2,3,3,3,3,3,3,4,5,3,0,3,3,3,1,3,2,2,2,3,3,3,3,3,3,3,3,5,2,1,3,2,3,2,1,1,5,3,2,2,2,3,4,2,2,2,4,2,2,3,4,4,3,4,2,3,3,3,1,1,1,3,4,3,1,1,3,2,1,5,0,0,5,0,0,0,0,0,0,0
1,6857,3,7,1,2,3,3,2,5,3,2,3,5,1,1,2,4,4,2,3,2,3,3,2,1,1,2,3,2,2,3,4,5,1,4,4,3,3,1,5,1,4,2,2,2,3,4,2,4,2,3,2,4,4,3,3,2,3,2,2,3,3,3,2,2,2,2,3,3,3,2,3,3,5,0,0,5,0,0,0,0,0,0,0
1,123,3,7,100,5,2,3,4,4,5,4,5,5,3,0,4,3,3,2,3,2,3,3,3,2,2,2,3,3,2,3,5,4,1,5,3,1,3,1,5,5,3,8,2,2,4,3,2,3,2,3,2,8,3,3,3,2,3,2,3,2,2,1,1,1,3,3,3,2,2,3,2,1,5,0,0,1,1,43,5,1,0,0,25
1,2651,3,7,12,3,3,3,4,5,4,5,5,5,2,2,4,3,3,2,3,1,4,3,2,1,1,2,3,2,1,4,3,5,1,2,1,2,1,5,5,1,3,1,2,2,3,4,2,4,2,2,2,3,4,4,4,2,4,2,3,3,2,1,1,1,3,4,3,2,2,2,1,2,1,2,2,1,1,32,5,2,2,0,8
1,3122,3,5,20,2,3,3,4,5,3,5,5,5,3,0,4,4,3,2,3,2,3,3,2,2,2,3,2,2,2,4,3,5,1,4,1,1,3,1,1,1,3,1,2,2,4,4,2,4,2,3,2,3,4,4,4,2,4,2,3,3,3,1,1,1,2,2,3,2,2,3,3,1,5,0,0,1,1,52,5,1,0,0,25
1,8143,3,4,2,5,3,3,3,5,3,3,5,5,1,1,4,4,4,1,4,1,3,3,2,2,1,2,2,2,2,5,4,3,2,4,1,2,3,1,1,1,3,3,2,2,3,3,2,4,2,2,2,3,4,4,4,2,4,1,3,2,2,2,2,1,3,3,3,1,2,2,2,2,5,0,0,1,1,40,5,1,0,0,7
1,1233,3,7,200,1,2,3,3,4,3,5,4,5,3,0,3,3,3,2,3,2,3,3,2,2,2,2,3,3,2,3,5,4,2,4,1,2,2,5,1,5,3,2,2,2,3,3,2,3,2,2,8,3,3,3,3,3,3,2,2,3,2,1,1,1,4,4,3,2,2,2,2,2,5,0,0,1,1,45,5,1,0,0,20
1,758,3,1,3,1,2,2,5,5,3,5,5,5,3,0,3,4,4,1,4,1,3,3,2,1,1,3,2,3,2,3,5,4,2,1,1,1,2,1,5,1,4,2,2,1,3,4,3,4,3,2,3,3,4,3,4,2,4,2,3,2,1,1,2,2,4,4,3,3,2,3,3,1,5,0,0,1,1,40,5,1,0,0,30
1,614,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,614,4,0,2,2,3,3,2,5,1,5,5,5,3,0,4,3,3,1,3,1,3,3,1,1,1,1,1,1,1,4,5,3,2,4,1,1,2,5,5,5,4,3,3,2,2,4,3,4,3,2,2,4,4,3,3,2,4,2,2,2,2,1,1,1,4,3,4,1,1,3,1,1,5,0,0,1,1,60,7,1,0,0,75
1,1850,3,1,4,2,3,3,4,5,4,4,5,5,3,0,4,4,3,1,3,2,3,3,2,1,1,1,1,1,1,4,3,5,1,2,1,1,2,5,1,5,4,2,2,1,4,4,1,4,1,3,2,4,4,4,4,2,4,2,4,2,2,1,1,1,4,4,3,1,1,3,3,2,5,0,0,1,2,60,5,1,0,0,10
1,1055,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1055,4,0,1,4,3,3,3,5,4,5,5,5,1,3,3,4,4,1,4,1,4,4,1,1,1,2,1,2,1,3,4,5,1,2,1,2,1,1,5,1,3,2,2,1,2,3,4,4,4,2,3,4,4,4,4,2,4,2,2,2,2,3,1,1,4,3,3,2,1,2,3,2,5,0,0,1,1,40,5,1,0,0,2
1,1114,3,7,12,6,3,3,4,5,4,4,5,5,3,0,3,4,4,1,4,1,3,3,3,1,1,2,1,2,2,5,3,4,1,4,2,2,2,5,1,1,4,2,2,2,3,3,2,4,2,3,3,4,4,4,4,3,4,3,3,3,3,2,2,1,3,3,3,2,2,2,2,1,5,0,0,1,3,60,5,1,0,0,10
1,3023,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3023,4,7,8,6,3,3,4,5,5,4,5,5,1,3,3,4,4,2,2,2,3,3,2,2,2,2,2,2,2,5,3,4,1,4,1,1,1,1,5,1,3,3,4,3,2,3,4,4,4,1,3,4,4,4,4,2,4,2,4,2,2,2,1,1,4,4,4,1,1,4,1,1,5,0,0,1,1,30,5,2,7,1,2
1,2061,4,7,4,5,3,3,3,5,2,5,5,5,3,0,4,4,4,1,3,2,3,3,2,1,1,3,3,2,2,3,4,5,1,3,2,2,2,1,5,5,4,2,2,2,3,3,2,3,2,3,2,3,3,3,3,2,3,2,3,3,2,1,1,1,3,3,3,2,2,2,3,2,5,0,0,1,1,50,5,1,0,0,20
1,485,3,1,2,4,3,3,3,5,4,4,5,5,3,0,4,3,3,2,4,2,3,3,2,2,2,2,2,2,2,3,5,4,1,2,2,1,2,1,1,5,3,3,2,2,3,4,2,3,2,3,2,3,3,3,4,2,3,2,3,2,3,2,2,2,3,3,3,2,2,2,2,2,5,0,0,1,1,45,5,1,0,0,60
1,6950,4,1,0,2,3,3,4,5,4,3,5,5,3,0,4,4,4,1,4,1,3,3,2,1,1,2,2,1,1,3,4,5,1,5,2,4,4,1,1,1,4,2,2,2,2,4,2,4,3,1,2,3,4,4,4,1,3,3,3,3,3,1,1,1,4,3,3,2,3,2,3,3,5,0,0,1,2,40,7,2,3,0,1
1,2581,3,5,3,2,1,2,5,5,5,5,5,5,0,0,0,4,4,1,4,1,4,3,1,1,1,2,2,2,1,3,4,5,1,4,2,2,2,5,5,5,4,2,2,1,3,3,3,3,3,2,1,3,4,3,3,2,4,2,2,2,2,2,1,1,4,3,3,1,1,1,2,1,5,0,0,1,1,40,5,1,0,0,60
1,1096,3,0,0,1,3,1,4,5,4,4,5,5,3,0,4,4,4,1,4,1,4,4,1,1,1,1,1,1,1,3,2,4,5,3,1,1,1,5,1,1,4,1,1,1,4,4,3,4,2,2,1,3,4,4,4,1,4,1,4,2,2,1,1,2,4,4,3,1,1,3,1,1,5,0,0,1,1,40,5,1,0,0,20
1,4961,3,2,0,4,3,3,4,5,5,4,5,5,3,0,2,4,4,2,3,1,3,4,3,2,2,3,3,3,2,4,3,5,1,4,2,1,3,1,5,1,3,3,3,3,3,2,3,4,2,2,2,3,3,4,4,2,3,2,3,3,2,2,3,1,3,3,3,2,1,2,3,3,5,0,0,1,1,35,4,1,0,0,20
