OHHREL07,OHHID07,OHHSN07,Q36B1,Q36B2,Q36B3,Q36B4,Q36B5,Q36B6A,Q36B6B,Q36B6C,Q36B6D,Q36B6E,Q36B6F,Q36B7,Q36B8,Q36B9,Q36B10A,Q36B10B,Q36B10C,Q36B10D,Q36B10E,Q36B10F,Q36B10G,Q36B10H,Q36B10I,Q36B10J,Q36B11A,Q36B11B,Q36B11C,Q36B11D,Q36B12A,Q36B12B,Q36B12C,Q36B12D,Q36B14A,Q36B14B,Q36B14C,Q36B14D,Q36B15A,Q36B15B,Q36B15C,Q36B16A,Q36B16B,Q36B16C,Q36B16D,Q36B16E,Q36B16F,Q36B16G,Q36B16H,Q36B16I,Q36B16J,Q36B16K,Q36B16L,Q36B16M,Q36B16N,Q36B16O,Q36B16P,Q36B16Q,Q36B16R,Q36B16S,Q36B17A,Q36B17B,Q36B17C,Q36B17D,Q36B17E,Q36B18A,Q36B18B,Q36B18C,Q36B19A,Q36B19B,Q36B19C,Q36B19D,Q36B19E,Q36B20,Q36B21,Q36B22,Q36B23,Q36B24,Q36B25,Q36B26,Q36B27,Q36B28,Q36B28OS,Q36B29
1,4032,4,7,1,5,3,3,5,5,5,3,5,5,3,0,4,4,4,2,3,2,3,3,2,2,2,2,2,2,2,3,1,4,2,3,1,1,1,5,1,5,4,4,4,2,4,3,2,3,2,2,2,3,4,4,4,2,3,2,3,3,3,3,2,3,3,3,3,2,2,3,3,3,5,0,0,1,2,65,5,1,0,0,15
1,1160,8,1,20,6,3,3,3,5,3,2,5,5,1,1,4,3,3,2,3,2,3,3,2,3,2,2,2,2,2,3,5,1,4,5,1,5,5,5,1,5,3,2,2,2,2,3,2,3,3,2,3,3,3,3,3,3,4,2,3,4,4,4,2,1,2,4,4,1,1,4,4,1,5,0,0,5,0,0,0,0,0,0,0
1,1160,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2923,3,1,4,3,3,3,2,5,5,1,5,4,3,0,4,4,1,1,3,1,3,4,2,2,2,2,2,2,2,1,3,5,2,5,1,1,1,5,5,5,1,4,1,2,2,3,2,4,1,3,3,3,3,3,4,4,4,2,3,3,4,1,1,1,4,2,3,2,2,3,2,2,5,0,0,1,1,40,5,2,3,0,53
1,7368,4,1,0,5,3,3,2,3,4,3,4,4,3,0,3,3,4,1,4,3,4,4,3,3,2,3,3,2,3,1,4,3,5,5,3,3,5,1,5,5,3,2,2,2,3,3,2,3,2,3,2,3,3,3,3,4,4,2,3,3,3,3,2,1,3,3,3,2,2,3,2,2,5,0,0,1,1,40,5,1,0,0,15
1,3980,3,0,0,2,3,3,5,5,5,4,5,5,2,3,4,3,3,2,3,2,3,3,3,2,2,2,3,3,2,1,2,4,5,4,2,5,2,1,1,5,3,3,3,4,3,2,2,1,2,2,3,3,3,3,4,4,3,1,3,2,3,4,3,1,3,3,4,1,4,3,1,1,5,0,0,1,1,40,5,1,0,0,15
1,3980,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3948,4,1,1,4,3,3,3,5,4,2,3,5,1,3,3,3,3,2,3,2,3,3,2,2,2,2,2,3,2,1,5,3,4,5,1,1,2,1,1,1,3,3,3,2,3,3,2,3,2,2,2,3,3,3,3,3,3,2,3,2,2,2,2,1,4,4,3,1,1,4,1,1,5,0,0,1,1,94,7,2,7,1,60
1,3976,3,0,12,2,3,3,4,4,4,4,4,5,2,2,3,4,4,1,4,1,4,4,4,1,2,2,1,2,2,4,2,3,5,4,3,3,3,1,1,5,4,2,2,2,3,3,2,3,2,2,3,3,3,3,3,3,3,2,3,3,3,3,2,1,3,4,3,3,3,3,3,2,5,0,0,1,1,45,5,2,5,0,25
1,5607,4,7,7,2,3,3,3,5,4,3,4,5,1,3,4,2,4,1,4,1,3,3,2,1,1,2,4,4,1,3,1,4,5,5,1,1,5,1,1,5,3,2,2,2,3,3,2,3,2,2,3,3,4,4,4,3,3,1,3,1,2,1,2,1,2,2,3,2,3,3,3,3,1,4,30,1,2,60,5,1,0,0,10
1,616,3,7,4,2,3,3,1,3,2,1,1,5,3,0,2,4,4,1,4,1,4,3,4,1,1,2,3,3,1,3,1,4,5,5,1,4,3,5,1,5,4,2,2,2,4,4,2,4,2,3,2,4,4,4,1,4,4,3,4,2,2,1,1,1,4,8,3,2,2,3,2,2,5,0,0,1,1,50,5,1,0,0,100
1,4685,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4685,5,0,4,2,1,8,3,5,4,4,4,4,1,3,3,4,3,1,3,1,3,3,8,3,1,3,3,8,2,3,4,5,1,5,3,2,3,1,1,1,3,2,2,2,3,3,2,4,2,2,3,3,3,3,3,2,4,2,3,3,4,2,2,1,3,3,3,3,3,2,3,3,5,0,0,1,1,40,5,1,0,0,40
1,3070,3,0,15,6,3,3,3,5,5,2,5,5,3,0,4,4,4,1,3,2,4,4,2,1,2,2,2,2,2,1,4,5,3,1,1,1,2,1,1,1,2,3,4,2,2,3,2,3,2,2,2,3,4,3,3,2,3,2,3,2,3,3,2,1,4,3,3,2,2,3,2,2,5,0,0,1,2,15,4,2,7,1,7
1,551,2,4,0,6,3,3,4,3,3,3,4,3,3,0,1,3,3,2,3,2,3,2,3,3,3,3,3,3,3,1,3,5,4,5,3,3,3,5,1,5,3,3,3,2,2,3,3,3,3,2,3,3,3,3,3,3,3,8,2,3,4,3,3,1,3,2,3,2,2,2,3,2,5,0,0,5,0,0,0,0,0,0,0
1,551,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3388,4,0,6,5,3,3,5,5,4,5,5,5,3,0,4,4,4,1,3,1,4,3,1,1,1,3,1,3,1,3,5,1,4,2,1,1,1,1,1,5,3,2,2,2,3,4,2,3,2,3,2,3,4,3,3,2,3,2,2,2,3,1,1,1,4,3,3,1,1,3,2,1,5,0,0,5,0,0,0,0,0,0,0
1,1315,3,7,2,4,3,3,4,5,3,3,5,4,2,1,4,4,4,1,3,3,4,3,3,2,2,2,3,2,2,1,3,4,5,1,1,1,1,1,1,1,2,2,3,2,2,3,2,4,3,3,2,3,3,3,3,3,3,2,3,2,4,1,1,1,3,3,3,2,2,3,3,2,5,0,0,1,1,50,6,2,2,0,15
1,4540,3,5,12,6,3,3,4,5,5,1,5,5,2,3,3,4,4,2,4,2,4,4,4,2,2,2,2,2,2,1,4,3,5,5,1,5,1,1,1,5,4,3,3,2,2,3,2,3,3,3,2,3,3,3,3,2,3,2,3,1,4,4,2,1,2,1,3,1,1,3,1,1,5,0,0,1,2,70,6,1,0,0,30
1,4246,4,7,7,6,3,3,5,5,5,8,5,5,0,0,0,4,3,1,3,1,4,3,2,2,2,2,2,2,2,4,5,1,3,3,1,1,2,1,1,1,4,2,3,1,2,4,3,4,3,2,2,3,3,4,4,3,4,1,3,2,2,1,1,1,3,3,3,2,2,3,2,2,5,0,0,5,0,0,0,0,0,0,0
1,6382,2,7,3,5,3,3,5,5,4,1,5,5,3,0,4,3,3,2,3,2,3,2,3,2,2,2,2,2,2,3,4,1,2,1,1,5,1,1,1,5,3,2,3,2,2,2,2,3,3,2,2,3,3,3,3,2,3,2,3,1,1,1,1,1,4,4,4,2,2,3,2,2,5,0,0,1,1,40,5,1,0,0,15
1,3257,3,7,1,4,3,3,5,5,5,2,5,5,3,0,3,4,4,1,4,2,4,4,3,1,1,4,2,1,1,3,5,1,4,3,1,1,2,1,1,1,3,4,3,2,3,4,3,4,3,2,2,4,4,4,4,2,2,2,3,3,3,1,1,1,2,4,3,1,1,3,3,1,5,0,0,1,1,40,5,1,0,0,20
1,4905,3,2,24,5,3,3,4,3,2,3,4,5,2,2,3,4,4,2,4,2,3,3,3,2,2,3,3,3,2,3,4,5,1,2,2,1,3,5,5,1,4,3,3,2,4,3,2,3,2,2,2,3,4,3,3,2,3,2,3,3,3,1,1,1,2,3,3,1,1,3,3,2,1,3,12,1,1,40,5,2,2,0,20
1,3893,3,1,5,6,3,3,4,5,3,4,5,5,2,3,4,3,3,2,3,2,3,3,2,2,2,2,2,2,2,3,4,5,1,5,1,1,1,5,1,5,2,2,2,2,2,3,2,3,2,3,3,3,3,3,3,2,3,2,3,3,4,4,3,1,4,3,3,1,2,2,2,2,5,0,0,1,1,40,5,2,2,0,45
1,5505,4,0,3,4,3,3,3,5,3,1,4,5,2,3,3,4,3,3,3,3,3,3,3,2,2,2,3,3,2,1,2,3,5,1,1,1,1,5,5,1,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,2,3,1,1,1,2,3,3,2,2,3,3,3,5,0,0,1,1,40,5,1,0,0,75
1,3608,3,1,40,1,3,3,3,5,3,3,5,5,2,3,4,3,3,2,3,2,3,3,2,2,2,2,2,2,2,3,5,4,1,4,1,1,4,5,1,5,3,2,2,2,3,2,2,3,2,2,2,3,3,3,3,3,4,2,3,2,3,1,1,1,3,3,3,2,2,3,3,2,5,0,0,1,2,60,5,1,0,0,19
1,5172,4,1,0,2,3,3,5,5,4,1,5,5,3,0,4,4,4,2,4,2,4,3,4,2,2,1,1,1,1,4,1,3,5,1,1,5,1,5,1,5,3,3,4,3,2,3,3,4,3,4,3,3,4,4,4,3,4,4,4,2,1,1,1,1,4,3,3,2,1,3,2,1,5,0,0,1,1,60,5,1,0,0,45
1,7615,3,2,1,3,2,2,4,5,5,3,5,5,3,0,4,4,4,1,4,1,4,4,1,1,1,1,1,1,1,3,4,5,1,4,1,3,3,1,1,1,4,1,1,1,4,4,1,4,1,3,2,4,4,4,4,1,4,1,4,3,4,4,2,1,3,4,3,2,2,3,2,2,5,0,0,1,1,55,6,2,5,0,5
1,4991,3,2,10,6,3,3,4,5,3,1,4,5,2,1,3,4,4,2,4,2,4,3,4,2,2,2,2,2,2,4,2,3,1,4,1,5,1,1,1,5,4,4,3,2,3,4,2,4,3,3,2,3,4,4,3,2,3,2,3,3,3,3,3,1,3,3,3,2,2,3,2,1,5,0,0,1,1,40,5,1,0,0,1
1,4088,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4088,4,1,6,6,3,3,4,5,4,2,5,5,2,1,3,3,3,2,3,2,3,3,2,2,2,3,2,2,2,3,1,5,4,5,1,1,1,1,1,5,3,3,3,2,3,2,3,3,3,2,3,3,3,3,3,2,3,2,3,2,1,1,1,1,4,2,3,2,2,2,2,2,5,0,0,1,1,40,5,2,5,0,5
1,3926,3,1,15,4,3,3,3,4,2,1,3,5,2,3,3,3,4,1,3,2,4,4,3,3,2,2,1,3,2,5,1,4,3,4,1,4,3,1,1,5,4,2,3,1,2,2,3,4,4,3,3,3,4,4,4,4,4,3,3,2,3,4,3,2,3,3,3,2,2,3,3,2,5,0,0,1,2,40,5,1,0,0,20
1,3926,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4198,2,1,6,4,3,3,4,5,5,5,5,5,3,0,4,4,4,1,4,1,4,4,1,1,1,1,1,1,1,3,4,5,2,5,2,3,2,1,5,5,4,2,2,1,4,3,2,3,2,2,3,3,4,4,4,3,4,2,4,1,1,1,1,1,3,4,3,1,1,3,2,1,1,20,25,5,0,0,0,0,0,0,0
1,6451,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6451,4,7,2,4,3,3,4,5,4,5,5,5,3,0,3,4,4,2,4,2,4,3,1,1,1,2,2,2,2,3,4,5,1,1,5,1,5,5,1,1,4,1,1,1,4,4,1,4,2,3,2,3,4,4,4,2,3,1,3,4,4,2,1,1,2,2,2,2,1,2,3,2,5,0,0,1,1,60,5,1,0,0,1
1,7681,4,6,0,2,3,3,3,4,3,2,4,4,3,0,4,4,4,1,4,2,3,3,3,3,2,3,3,2,2,4,3,1,5,3,2,1,2,1,1,1,4,2,3,4,4,2,4,4,4,4,3,4,3,3,4,3,4,2,2,4,1,3,3,1,3,3,2,2,3,2,4,3,5,0,0,1,1,40,5,1,0,0,40
1,7991,2,3,12,6,3,3,4,1,3,1,4,5,2,3,3,3,4,2,4,2,3,3,2,2,2,2,3,2,2,3,4,5,1,5,1,3,1,1,1,5,4,2,3,2,3,3,3,3,3,3,2,4,4,4,4,4,4,3,3,3,1,2,1,2,4,4,4,2,3,3,3,3,5,0,0,1,2,80,6,2,3,0,25
1,2730,3,3,0,4,3,3,3,5,4,1,5,5,3,0,3,4,3,2,3,2,3,4,2,2,2,2,3,2,2,3,4,5,1,1,1,1,2,1,1,5,4,2,2,2,2,3,2,3,2,2,2,3,3,3,3,2,3,2,3,3,3,1,3,1,2,2,3,1,2,3,2,2,5,0,0,1,1,70,7,1,0,0,20
1,7990,3,7,2,6,3,3,5,5,5,5,5,5,0,0,0,4,4,1,3,1,4,3,1,1,1,1,1,1,1,4,1,5,3,2,1,2,1,1,5,5,3,3,3,2,2,3,2,4,3,2,2,4,4,4,4,2,3,2,3,3,1,1,3,1,3,3,3,2,1,2,2,1,5,0,0,1,1,40,5,1,0,0,30
1,7954,3,7,0,5,3,3,4,5,4,5,5,5,3,0,4,4,4,1,4,1,4,4,1,1,1,1,1,1,1,4,3,5,1,5,1,1,1,1,5,1,4,2,1,1,3,3,2,4,1,1,1,4,4,4,4,2,4,2,3,3,1,1,1,1,3,3,3,2,2,2,2,2,5,0,0,1,1,40,5,1,0,0,15
1,6629,3,1,1,4,3,3,3,4,3,2,4,4,3,0,3,2,3,2,3,3,3,2,3,3,3,3,3,2,2,3,4,5,1,3,2,3,3,1,5,5,3,2,2,2,4,4,2,3,2,2,4,3,4,4,4,2,3,2,4,3,2,1,3,3,3,3,3,2,3,2,2,2,5,0,0,1,1,16,2,2,3,0,35
1,2112,3,7,4,6,3,3,4,4,3,3,3,3,2,1,3,2,4,2,4,2,4,3,4,3,2,3,3,3,3,1,3,4,5,4,3,5,2,1,1,1,3,3,3,2,2,3,2,3,2,3,3,3,3,3,4,4,4,3,4,3,2,1,1,1,2,3,3,2,2,3,2,2,5,0,0,1,1,97,6,1,0,0,10
1,1267,2,3,5,5,3,3,5,5,4,5,5,5,3,0,4,4,4,2,4,2,4,4,1,1,2,2,2,2,2,3,4,5,1,3,1,1,2,5,1,1,4,2,2,2,3,3,2,4,3,3,2,4,4,4,4,2,3,2,3,1,2,2,1,1,4,4,4,1,1,2,3,2,5,0,0,1,1,32,5,1,0,0,10
1,7181,4,7,10,6,3,3,3,4,4,2,5,3,3,0,3,4,3,2,3,1,3,3,2,2,2,3,2,2,2,3,4,5,1,3,1,1,1,1,1,5,3,2,2,2,2,3,2,3,2,2,3,3,3,3,3,2,3,2,3,3,3,3,3,1,3,3,3,2,2,3,2,2,5,0,0,5,0,0,0,0,0,0,0
1,2586,3,3,3,5,3,3,4,5,5,1,5,5,3,0,4,3,3,2,3,2,3,3,2,2,2,2,3,2,2,5,3,1,4,5,1,3,3,5,1,1,4,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,2,1,1,1,3,3,3,2,2,3,3,2,5,0,0,1,1,40,5,1,0,0,45
1,2425,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2425,2,0,3,2,3,3,3,5,5,3,5,5,3,0,4,3,4,1,3,2,3,3,2,1,2,2,2,2,2,5,1,4,3,5,2,5,3,5,1,5,3,2,3,2,3,3,3,3,3,2,2,3,3,3,3,3,3,2,3,2,2,1,1,1,3,4,3,1,3,4,1,2,5,0,0,1,1,50,5,2,1,0,30
1,2406,3,0,2,1,3,3,2,5,2,2,5,5,3,0,4,4,4,1,3,2,3,3,2,1,2,3,2,2,2,4,5,3,1,5,2,4,5,1,1,5,3,2,2,3,3,3,3,3,3,2,2,3,3,3,3,2,4,2,3,2,2,1,1,1,4,4,3,2,2,3,3,3,5,0,0,1,1,50,6,2,1,0,30
1,4257,2,4,10,3,3,3,3,4,4,2,4,4,2,1,3,3,3,2,3,2,3,3,2,2,2,2,2,2,2,1,3,5,4,5,2,2,1,5,5,5,3,3,3,2,3,2,2,3,2,2,3,3,3,3,3,2,3,2,3,2,1,1,1,1,3,3,3,2,2,2,2,2,5,0,0,1,1,40,5,1,0,0,10
1,3911,3,3,998,3,3,3,4,5,4,5,5,5,1,3,3,3,3,2,3,2,3,3,2,2,2,2,2,2,2,1,3,4,5,1,1,1,1,1,1,5,3,2,2,2,2,2,2,3,2,3,2,3,3,2,3,3,3,2,3,3,1,1,3,1,1,3,3,2,2,3,2,2,5,0,0,1,1,50,5,1,0,0,28
1,4354,4,4,998,5,3,3,3,4,4,2,5,5,3,0,3,2,3,2,3,2,3,2,2,2,2,2,3,2,2,1,3,4,5,5,1,5,4,1,1,1,3,2,2,2,2,3,3,3,3,2,2,9,3,3,3,2,3,2,3,3,3,1,3,1,3,3,2,2,2,3,2,1,5,0,0,1,1,40,5,2,3,0,17
1,4613,3,5,0,4,3,3,3,5,5,4,5,5,1,1,3,3,3,2,3,2,3,3,2,2,2,2,2,2,2,3,4,5,1,3,1,1,2,5,5,5,3,2,2,2,3,2,2,3,1,2,2,3,3,3,3,2,3,2,3,2,2,2,1,1,3,3,2,1,1,3,3,2,5,0,0,1,1,40,5,1,0,0,60
1,7795,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,7795,4,7,0,3,3,2,3,5,4,1,5,5,3,0,2,3,3,2,3,2,3,3,2,2,1,2,2,2,2,4,3,5,1,3,4,5,2,1,1,5,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,4,4,1,1,1,3,3,3,3,3,3,3,2,5,0,0,1,1,40,5,2,2,0,17
1,7558,2,7,20,3,3,2,2,5,3,3,5,5,3,0,3,4,4,2,4,2,4,2,3,2,2,2,2,2,2,5,1,4,2,5,2,5,5,1,1,5,3,3,2,3,3,3,2,3,2,3,2,3,3,3,3,2,3,2,3,1,4,1,3,4,3,4,3,2,2,4,2,2,1,6,30,5,0,0,0,0,0,0,0
1,4334,3,1,1,3,3,3,5,5,5,1,5,5,3,0,4,3,3,1,3,2,3,3,2,2,2,2,2,2,2,4,5,3,1,5,1,1,1,5,5,5,3,2,2,2,3,3,2,3,2,3,2,3,3,3,3,2,3,2,3,1,1,1,1,1,3,3,3,2,2,3,3,2,5,0,0,1,1,56,6,2,1,0,40
1,1597,2,7,0,3,2,3,5,5,5,5,5,5,0,0,0,4,3,2,3,1,3,3,1,3,1,2,2,2,2,1,3,4,5,1,1,1,1,5,5,5,3,3,4,8,2,3,3,3,8,3,2,3,3,3,3,3,3,2,3,1,1,1,1,1,3,3,3,2,2,3,3,3,5,0,0,5,0,0,0,0,0,0,0
1,7819,4,0,0,2,3,3,5,5,5,3,5,5,3,0,4,4,3,3,2,3,3,2,3,1,1,3,2,3,2,3,1,4,5,1,1,5,5,1,5,5,4,2,3,1,2,3,2,3,2,3,3,3,3,3,2,3,3,2,3,3,3,1,2,3,2,3,3,1,2,4,4,2,5,0,0,5,0,0,0,0,0,0,0
