FOHCRL97,FOHCID97,FOHCSN97,Q7A0,Q7A1,Q7A2,Q7A3M,Q7A3Y,Q7A4M,Q7A4Y,Q7A5,Q7A6,Q7A7,Q7A8,Q7A9A,Q7A9B,Q7A9C,Q7A9D,Q7A9E,Q7A9F,Q7A9G,Q7A9H,Q7A9I,Q7A9J,Q7A10A,Q7A10B,Q7A10C,Q7A10D,Q7A10E,Q7A10F,Q7A11A,Q7A11B,Q7A11C,Q7A11D,Q7A11E,Q7A12,Q7B0,Q7B0T,Q7B1A,Q7B1B,Q7B1C,Q7B1D,Q7B1E,Q7B2A,Q7B2B,Q7B2C,Q7B2D,Q7B2E,Q7B2F,Q7B2G,Q7B2H,Q7B2I,Q7B2J,Q7B3A,Q7B3B,Q7B3C,Q7B3D,Q7B4,Q7B5A,Q7B5B,Q7B5C,Q7B5D,Q7B5E,Q7B5F,Q7B6A,Q7B6B,Q7B6C,Q7B6D,Q7B6E,Q7B6F,Q7B6G,Q7B6H,Q7B6I,Q7B6J,Q7B6K,Q7B6L,Q7B6M,Q7B7,Q7B7T,Q7B8A,Q7B8B,Q7B8C,Q7B8D,Q7B8E,Q7B8F,Q7B8G,Q7B8H,Q7B8I,Q7B8J,Q7B8K,Q7B8L,Q7B8M,Q7B8N,Q7B8O,Q7B8P,Q7B8Q,Q7B8R,Q7B8S,Q7B8T,Q7B8U,Q7B8V,Q7B8W,Q7B8X,Q7B8Y,Q7B8Z,Q7B8AA,Q7B8BB,Q7B8CC,Q7B8DD,Q7B9A,Q7B9B,Q7B9C,Q7B9D,Q7B9E,Q7B9F,Q7B9G,Q7B9H,Q7B9I,Q7B9J,Q7B10,Q7B11A,Q7B11B,Q7B11C,Q7B11D,Q7B12A,Q7B12B,Q7B12C,Q7B12D,Q7B12E,Q7B12F,Q7B12G,Q7B12H,Q7B12I,Q7B12J,Q7B12K,Q7B13A,Q7B13B,Q7B13C,Q7B13D,Q7B13E,Q7B13F,Q7B13G,Q7B13H,Q7B13I,Q7B14A,Q7B14B,Q7B14C,Q7B15A,Q7B15B,Q7B16A,Q7B16B,Q7B16C,Q7B16D,Q7B16E,Q7B16F,Q7B16G,Q7B16H,Q7B17,Q7B18,Q7B19,Q7B20
3,4025,2,70200,30,1,10,1994,6,1997,3,30,2,3,3,3,3,3,3,1,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,6,2,99999,5,5,5,1,5,1,5,5,5,5,1,5,5,1,1,4,3,5,5,1,3,3,3,3,3,3,2,2,2,1,2,2,1,2,1,2,2,2,1,1,99999,2,3,3,2,3,1,3,3,3,2,2,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,2,2,2,2,5,3,5,5,4,4,4,5,5,5,1,5,5,5,5,1,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,0,4,4,4,2,2,2,3,2,2,2,2,1,2,5,2,3,72600
3,3807,4,65100,20,2,0,0,9,1997,2,2,2,2,3,2,4,3,3,4,4,4,4,4,1,5,5,1,1,5,1,2,2,1,1,6,1,66000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,4025,4,72600,30,1,10,1994,6,1997,3,30,2,3,3,3,3,3,3,1,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,6,2,99999,5,5,5,1,5,1,5,5,5,5,1,5,5,1,1,4,3,5,5,1,3,3,3,3,3,3,2,2,2,1,2,2,1,2,1,2,2,2,1,1,99999,2,3,3,2,3,2,3,3,3,2,2,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,2,2,5,3,5,5,5,5,4,5,5,5,1,5,5,5,5,1,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,0,4,4,4,3,3,1,3,2,1,1,2,1,2,3,2,3,74400
3,3417,4,68400,150,5,99,1992,7,1997,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,2,1,68820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,693,3,74400,12,2,6,1992,4,1997,1,50,2,2,4,4,2,3,3,4,4,4,4,4,1,1,1,5,5,5,1,2,1,1,1,6,2,99999,1,5,5,5,5,1,1,1,1,5,1,1,1,1,5,4,4,4,3,1,2,2,2,2,2,2,1,2,2,1,2,2,1,2,2,1,2,1,1,1,99999,1,3,3,2,3,3,3,3,3,3,3,3,2,3,3,2,3,2,3,3,3,3,2,3,3,3,3,3,3,3,4,5,3,5,4,5,5,4,5,5,1,1,1,1,5,1,3,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,1,1,1,1,2,0,2,2,4,1,1,75300
3,2561,2,52200,12,4,1,1993,9,1997,1,100,2,2,4,2,4,4,2,2,4,4,2,1,1,1,1,5,1,1,1,2,3,1,1,6,2,99999,5,5,5,1,5,5,5,5,5,1,1,5,5,5,5,5,5,5,5,1,4,4,4,4,4,4,1,1,4,3,3,1,2,3,1,1,3,2,3,1,99999,2,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,5,5,5,4,4,5,4,4,5,5,1,5,1,1,5,1,2,1,2,1,1,2,1,1,1,1,3,1,1,1,1,3,1,1,3,4,4,4,3,3,3,2,2,2,2,2,2,2,2,5,1,53520
3,1278,3,71220,400,3,98,9998,10,1996,3,5,2,2,4,4,4,4,3,4,4,4,1,4,1,1,5,5,5,9,5,2,1,1,1,98,1,71400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,4418,3,57000,1,1,99,1996,5,1997,1,280,2,3,3,1,1,3,3,4,4,3,4,4,1,5,1,1,1,5,1,2,1,1,1,4,2,99999,5,5,5,1,5,1,1,5,5,5,1,5,5,5,9,6,5,6,6,1,4,4,3,4,5,4,2,1,4,3,4,1,4,4,2,4,5,4,2,1,99999,3,3,3,2,3,3,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,2,3,2,2,3,3,3,3,5,4,4,5,1,3,5,3,5,5,1,5,5,1,5,2,3,1,1,1,1,2,1,2,3,3,3,1,1,1,1,1,1,1,1,3,3,3,3,3,1,2,1,2,1,1,1,1,9,4,1,58380
3,10014,2,32400,1.5,3,9,1994,6,1997,2,52,2,2,4,4,2,4,4,4,4,4,4,4,1,5,5,5,5,1,1,1,1,1,1,6,2,99999,5,5,5,1,5,5,5,1,1,1,1,5,1,1,9,5,1,5,3,1,4,4,3,3,3,2,1,1,2,2,2,2,3,3,1,2,1,3,2,1,99999,2,3,2,3,3,3,2,3,3,2,3,3,3,3,2,2,2,2,3,2,3,3,3,3,2,3,3,3,3,3,5,5,3,5,3,5,2,5,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,2,9,2,1,5,4,1,33720
3,10135,4,99999,1.5,1,99,1993,11,1997,1,40,2,3,3,3,3,3,3,3,4,3,3,3,1,5,1,5,5,5,2,3,4,1,1,8,2,99999,5,5,5,1,5,1,1,1,1,5,5,5,1,5,5,3,2,5,4,1,5,5,5,5,5,5,1,1,3,4,3,2,2,2,4,4,2,5,2,1,99999,2,3,2,2,2,1,1,2,3,2,3,3,2,3,2,2,1,1,1,2,3,3,3,3,2,2,3,3,3,3,5,4,3,3,3,5,4,3,3,4,1,5,1,5,5,2,3,2,3,2,2,3,3,2,2,2,3,0,3,2,3,1,1,1,1,2,2,2,3,2,1,1,1,2,2,2,2,2,2,4,1,99999
3,5340,2,43800,6,5,0,0,7,1997,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,6,1,44220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,6296,5,73800,1,2,8,1997,9,1997,1,365,2,2,3,2,3,3,3,3,1,3,4,3,1,5,1,5,5,5,2,3,1,2,1,2,2,99999,5,5,5,1,5,1,5,5,1,1,1,5,5,1,5,2,4,4,3,1,2,2,2,5,2,5,2,1,4,2,1,3,2,4,1,2,4,5,2,1,99999,2,3,3,2,3,2,2,2,2,3,3,2,1,3,3,1,3,2,1,2,2,3,3,3,2,1,3,2,1,3,2,3,5,4,2,2,3,4,2,3,1,1,1,1,5,1,3,2,3,2,1,2,2,1,2,1,1,1,1,2,1,1,1,1,0,4,4,3,2,2,2,1,1,2,1,1,3,1,5,3,2,74880
3,6296,6,75000,1,2,8,1997,9,1997,1,365,2,2,3,2,3,3,3,3,1,3,4,3,1,5,1,5,5,5,2,3,1,2,1,2,2,99999,5,5,5,1,5,1,5,5,1,1,1,5,5,1,5,2,4,4,3,1,2,2,2,5,2,5,2,1,4,2,1,3,2,4,1,2,4,5,2,1,99999,1,3,1,1,3,2,1,1,3,2,2,3,1,3,1,2,1,1,3,3,1,2,2,1,1,3,3,2,1,2,4,3,2,4,2,5,3,2,4,5,1,1,1,1,5,1,3,2,2,1,1,2,2,1,2,1,1,1,1,2,1,1,1,1,0,4,4,3,2,2,2,1,1,2,1,1,3,1,3,1,1,76200
3,2412,3,66000,2,2,12,1990,10,1997,1,150,2,1,4,4,4,1,1,4,4,4,4,4,1,1,5,1,1,5,1,1,1,1,1,6,2,99999,5,5,5,1,5,5,5,5,5,5,5,5,5,1,5,5,1,5,4,1,4,4,3,4,4,4,1,1,2,2,2,3,1,3,2,1,1,3,1,1,99999,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,4,5,4,5,4,5,5,4,5,4,1,5,5,5,5,1,1,1,1,1,1,1,3,1,1,1,3,1,1,1,1,1,1,1,1,3,4,3,2,2,1,1,1,1,1,1,2,1,98,4,1,67200
3,2412,4,67200,2,1,99,1990,10,1997,1,150,2,1,4,4,4,1,1,4,4,4,4,4,1,1,5,1,1,5,1,1,1,1,1,6,2,99999,5,5,5,1,5,5,5,5,5,5,5,5,5,1,5,5,1,5,4,1,4,4,4,4,4,4,1,1,2,1,2,1,1,3,1,1,1,3,1,1,99999,2,2,2,3,2,3,3,3,3,3,3,3,2,3,3,3,1,2,3,3,3,3,2,3,3,3,3,3,3,3,5,5,3,5,2,5,5,5,5,5,1,5,5,5,5,1,1,1,1,1,1,1,3,1,1,1,3,1,1,1,1,1,1,1,1,2,2,3,2,2,2,1,1,1,1,1,2,1,98,4,1,68400
3,5218,2,74100,0,3,11,1997,11,1997,1,365,2,3,3,2,3,2,2,3,4,2,4,3,1,1,1,1,1,5,1,2,1,2,1,8,2,99999,1,5,5,5,5,1,5,5,5,5,1,5,5,1,5,6,3,6,6,1,5,5,5,5,5,5,3,4,4,4,4,3,3,3,3,2,3,4,3,1,99999,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,1,1,2,3,3,3,3,5,5,3,4,3,5,2,3,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,1,0,9,1,75180
3,2481,4,67200,2,1,0,0,11,1997,1,40,2,3,4,4,4,4,4,4,4,4,4,4,1,5,1,5,5,1,1,1,5,1,1,6,2,99999,5,5,1,5,5,1,5,5,5,1,5,1,5,5,5,3,5,6,5,1,4,4,3,4,4,4,3,1,4,4,4,4,4,3,3,1,3,3,4,2,68100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,140,2,72660,1,6,0,0,8,1997,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1,1,2,1,73020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,4789,2,73800,5,1,6,1995,6,1997,1,0,2,3,1,1,2,4,4,1,4,4,2,2,1,1,5,1,1,5,1,1,1,1,1,6,1,74340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3138,2,73800,30,1,12,1996,11,1997,1,280,2,2,4,4,4,4,4,4,4,4,4,4,1,1,5,5,5,5,1,1,1,1,1,8,2,99999,5,5,5,1,5,1,5,1,5,5,1,5,5,1,5,5,4,5,5,1,4,5,4,4,4,4,1,1,3,4,1,1,3,3,1,1,2,5,3,1,99999,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,5,5,4,5,5,4,5,5,1,1,1,5,5,1,2,1,2,1,1,3,1,1,1,1,3,1,1,0,1,1,1,1,0,4,3,4,3,3,1,1,1,1,1,1,1,1,12,2,1,75900
3,5919,2,50040,7,1,0,0,11,1997,1,65,2,3,4,3,3,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,6,2,99999,5,5,5,1,5,1,1,1,5,5,5,5,5,5,5,6,6,3,3,1,4,5,3,4,4,4,1,1,4,4,4,4,1,2,4,1,1,4,1,1,99999,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,5,4,4,4,5,4,4,5,1,1,5,1,5,1,1,1,3,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,4,3,3,2,2,3,2,1,2,1,1,2,1,8,2,2,51540
3,4815,5,72900,9999,1,98,1996,6,1997,1,10,2,2,4,1,3,4,4,4,4,1,2,4,1,5,5,5,5,9,1,1,1,1,1,6,1,73200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5745,3,54120,300,9,98,1990,9,1997,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,1,6,1,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2758,3,55200,12,1,11,1995,9,1997,1,176,2,2,3,4,4,4,4,2,4,2,2,2,1,5,5,5,5,5,1,1,1,1,1,6,2,99999,5,5,5,1,5,1,5,1,5,5,5,5,5,1,5,4,4,4,4,1,4,5,3,4,4,4,2,2,3,4,4,4,2,4,3,2,2,2,4,1,99999,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,3,5,5,5,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,99,5,1,56100
3,2758,4,56100,12,1,11,1995,9,1997,1,176,2,2,3,4,4,4,4,2,4,2,2,2,1,5,5,5,5,5,1,1,1,1,1,6,2,99999,5,5,5,1,5,1,5,1,5,5,5,5,5,1,5,4,4,4,4,1,4,5,3,4,4,4,2,2,3,4,4,4,2,4,3,2,2,2,4,1,99999,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,3,5,5,5,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,99,5,1,57000
3,6056,2,55800,3000,4,8,1985,7,1996,4,3,2,2,4,3,3,4,4,4,4,3,4,4,1,5,5,1,1,1,1,2,1,1,1,5,1,56460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2275,2,33900,3,2,0,0,6,1997,1,80,2,1,4,4,2,4,4,4,4,4,4,4,1,5,5,5,5,5,1,1,1,1,1,6,2,99999,5,5,5,1,5,1,1,5,5,5,1,5,5,1,5,5,1,5,2,1,2,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,99999,2,3,3,3,3,3,2,3,3,3,3,3,2,3,3,2,3,3,3,3,3,3,2,3,2,2,3,3,3,3,5,5,5,5,4,5,5,5,5,5,1,1,5,1,5,1,3,1,1,1,1,3,3,1,1,1,1,3,1,1,1,1,1,1,1,3,3,4,3,3,1,1,1,1,1,1,1,1,3,4,1,34860
3,1092,2,45000,1,3,0,0,6,1997,1,15,2,2,4,4,4,3,3,4,3,3,3,3,1,5,5,5,5,5,1,2,1,1,1,2,2,99999,5,5,5,1,5,1,1,1,5,5,5,5,5,1,5,4,4,4,3,1,2,2,2,3,2,2,1,1,2,1,2,1,1,2,1,1,1,1,1,1,99999,3,3,3,2,3,2,2,3,3,3,3,3,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,5,3,5,5,4,5,5,1,5,5,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,2,2,2,2,2,0,2,2,1,1,2,46500
3,555,2,43500,1,1,0,0,4,1997,1,0,2,2,4,4,4,4,4,4,9,4,4,4,1,5,5,5,5,5,1,1,1,1,1,2,1,43800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1413,2,36300,5,1,98,1994,6,1997,2,60,2,2,2,4,4,4,4,4,4,4,4,4,1,5,5,5,1,5,1,1,3,1,1,6,2,99999,5,5,5,1,5,1,5,1,5,5,1,5,1,1,5,6,3,6,1,1,4,4,4,4,4,4,1,1,4,4,4,1,4,4,1,1,4,1,4,1,99999,2,3,3,2,2,3,3,3,3,3,1,3,2,3,3,3,3,2,2,3,3,3,2,3,2,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,2,1,1,37500
3,5985,2,55740,4,2,98,1995,10,1997,1,300,2,1,4,2,2,4,4,4,4,4,4,4,1,5,5,5,1,5,1,3,1,1,1,6,2,99999,5,5,5,1,5,5,5,5,5,5,1,5,5,1,5,5,1,6,1,1,4,4,4,4,1,4,1,1,1,1,1,1,1,3,9,1,1,1,1,1,99999,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,4,1,4,3,4,4,4,4,4,1,5,5,1,5,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,3,2,2,3,2,2,2,2,2,2,2,2,5,5,1,56880
3,5985,3,54180,4,2,98,1995,10,1997,1,300,2,1,4,2,2,4,4,4,4,4,4,4,1,5,5,5,1,5,1,1,1,1,1,6,2,99999,5,5,5,1,5,5,5,5,5,5,1,5,5,1,5,5,1,6,1,1,4,4,4,4,2,4,1,1,3,1,1,1,1,1,1,1,1,1,1,1,99999,2,1,3,3,1,3,1,1,3,3,3,3,3,2,2,3,3,2,2,2,1,3,1,2,2,2,3,3,2,2,3,3,3,2,2,3,4,3,3,3,1,5,5,1,5,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,3,3,3,3,2,2,2,2,3,3,3,2,3,5,1,55740
3,650,2,74760,7,2,3,1993,4,1997,2,70,2,2,3,1,2,2,2,1,2,4,4,2,1,1,1,5,5,1,2,5,1,4,2,2,2,99999,5,5,5,1,5,1,5,5,5,5,5,5,5,5,5,5,1,5,1,1,3,1,3,2,2,2,1,1,2,1,2,2,1,3,2,1,3,2,1,1,99999,1,3,3,2,2,2,1,2,2,2,2,2,2,2,3,1,1,2,3,2,2,2,2,3,2,3,2,2,2,3,2,2,2,5,4,3,4,4,4,5,1,1,1,1,5,1,3,1,3,1,1,3,1,1,1,1,3,2,3,1,1,1,1,3,1,2,3,3,2,2,2,3,3,2,2,2,3,2,5,3,1,76920
3,774,2,31200,5,1,12,1996,12,1997,1,365,2,3,3,1,4,2,4,4,9,2,4,4,1,5,5,1,1,5,1,1,1,3,1,6,2,99999,5,5,5,1,5,1,1,1,5,1,1,5,5,1,9,3,5,5,3,1,5,3,2,4,4,5,1,1,4,4,4,1,1,1,1,1,4,1,1,1,99999,1,3,3,3,3,3,3,3,3,2,3,3,3,3,3,1,1,3,2,3,3,3,2,3,3,3,3,3,3,2,5,5,5,5,5,5,5,5,5,5,1,1,1,1,5,1,2,1,1,1,1,2,2,2,1,1,3,1,1,1,1,1,1,1,0,9,4,3,3,3,1,2,1,2,2,0,2,2,4,9,1,32700
3,2377,5,58140,8,1,5,1993,6,1997,1,160,2,3,4,4,4,4,4,4,4,4,4,4,1,1,1,5,5,5,1,1,1,1,1,5,2,99999,5,5,5,1,5,1,1,5,5,5,1,5,5,5,5,6,4,6,4,1,4,4,3,4,4,4,1,4,4,2,4,4,1,4,2,4,4,4,4,1,99999,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,5,5,3,5,5,5,5,5,5,5,1,1,1,1,5,1,3,2,2,1,1,2,3,1,1,1,3,1,1,1,1,1,1,1,1,4,4,4,2,3,1,1,1,1,1,1,1,1,25,2,2,59640
3,5992,3,64800,8,1,0,0,9,1997,1,25,2,1,4,4,4,4,4,4,4,4,4,4,1,5,5,5,5,5,1,1,1,1,1,2,2,99999,5,5,5,1,5,1,1,5,5,5,5,5,5,5,5,4,2,3,1,1,2,2,2,2,2,2,1,1,2,2,2,2,1,1,1,2,1,1,1,1,99999,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,5,5,5,5,5,5,5,1,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,1,2,2,2,2,2,2,2,5,3,2,65700
3,4500,3,61200,1800,1,4,1996,7,1997,1,3,2,1,2,2,4,2,4,4,4,1,2,4,1,5,5,1,1,1,3,1,3,1,1,6,1,61500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,4581,7,75600,50,1,0,0,5,1997,1,998,2,2,4,4,1,9,4,4,4,4,4,4,1,5,5,5,5,5,1,1,3,1,1,6,2,99999,5,5,5,1,5,1,1,5,5,5,5,5,5,5,5,5,1,6,1,1,4,4,1,4,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,76380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,4809,2,61500,50,4,0,0,6,1996,7,0,2,1,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,9,1,1,1,1,2,1,61800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
