PDTREL97,PDTID97,PDTSN97,Q10A1M,Q10A1D,Q10A1Y,Q10A2,Q10A3,Q10A4,Q10A5,Q10A6,Q10A7,Q10A8,Q10A9A,Q10A9B,Q10A9C,Q10A9D,Q10A9E,Q10A9F,Q10A9G,Q10A10,Q10A11,Q10A12,Q10A13,Q10A14A,Q10A14B,Q10A14C,Q10A14D,Q10A14E,Q10A14F,Q10A14G,Q10A14H,Q10A14I,Q10A14J,Q10A14K,Q10A14L,Q10A15A,Q10A15B,Q10A15C,Q10A15D,Q10A15E,Q10A15F,Q10A15G,Q10A15H,Q10A15I,Q10A15J,Q10A15K,Q10A15L,Q10A15M,Q10A15N,Q10A15O,Q10A15P,Q10A15Q,Q10A15R,Q10A15S,Q10A15T,Q10A15U,Q10A15V,Q10A15W,Q10A15X,Q10A15Y,Q10A15Z,Q10A15AA,Q10A15BB,Q10A15CC,Q10A15DD,Q10A15EE,Q10A16,Q10A17,Q10A18,Q10A19A,Q10A19B,Q10A19C,Q10A19D,Q10A19E,Q10A19F,Q10A20,Q10A21,Q10A22,Q10A22A,Q10A23,Q10A24A,Q10A24B,Q10A24C,Q10A24D,Q10A24E,Q10A24F,Q10A24G,Q10A25A,Q10A25B,Q10A25C,Q10A25D,Q10A25E,Q10A26,Q10A26A,Q10A27,Q10A28,Q10A29,Q10A30A,Q10A30B,Q10A30C,Q10A30D,Q10A30E,Q10A30F,Q10A30G,Q10A31,Q10A32A,Q10A32B,Q10A32C,Q10A32D,Q10A32E,Q10A33,Q10A34,Q10A35,Q10A36,Q10A37,Q10A38,Q10A39,Q10A40,Q10A41,Q10A42,Q10A43,Q10B1M,Q10B1D,Q10B1Y,Q10B2,Q10B3H,Q10B3M,Q10B4,Q10B5,Q10B6A,Q10B6AB,Q10B6AE,Q10B6B,Q10B6BB,Q10B6BE,Q10B6C,Q10B6CB,Q10B6CE,Q10B6D,Q10B6DB,Q10B6DE,Q10B6E,Q10B6EB,Q10B6EE,Q10B7,Q10B8,Q10B9A,Q10B9AB,Q10B9AE,Q10B9B,Q10B9BB,Q10B9BE,Q10B9C,Q10B9CB,Q10B9CE,Q10B9D,Q10B9DB,Q10B9DE,Q10B9E,Q10B9EB,Q10B9EE,Q10B10,Q10B11,Q10B12A,Q10B12AB,Q10B12AE,Q10B12B,Q10B12BB,Q10B12BE,Q10B12C,Q10B12CB,Q10B12CE,Q10B12D,Q10B12DB,Q10B12DE,Q10B12E,Q10B12EB,Q10B12EE,Q10B13
3,2679,6,5,27,1997,1,5,30,9,9,5,14,2,8,2,2,2,3,2,5,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,2,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,0,5,5,10,3,1,0,0,0,2,1,5,0,1,0,0,0,6,8,0,0,1,0,1,0,0,5,0,72,3,5,5,5,5,5,5,5,5,1,1,9,9,9,9,2,1,1956,5,1,1,1,40,1,1,9000,5,27,1997,2,0,10,28800,28800,10,29400,30900,7,30900,31500,10,31500,32400,10,32400,34200,10,34200,36000,61200,1,10,54000,55200,3,55200,56700,7,56700,57600,0,0,0,0,0,0,57600,1,1,72000,77400,0,0,0,0,0,0,0,0,0,0,0,0,1
3,6234,2,9,18,1997,1,5,32.5,1,1,0,20,3,3,3,2,2,1,1,5,2,1,1,5,5,5,5,5,5,5,5,5,5,5,9,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,0,19,0,0,0,1,5,1,5,0,1,0,0,0,0,19,1,0,1,0,1,0,0,1,3,48,8,7,1,5,5,5,5,5,5,5,9,9,9,1,1,2,2,1972,5,5,1,1,9,5,1,34000,9,19,1997,5,0,15,26100,28800,10,26100,27000,10,27000,27900,10,27900,28800,0,0,0,0,0,0,54000,1,10,54000,64800,0,0,0,0,0,0,0,0,0,0,0,0,65100,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,627,2,4,25,1997,1,4,12,24,24,0,17,2,1,2,1,2,1,3,5,1,1,1,5,5,5,5,5,5,1,5,5,5,5,9,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,2,3,3,3,3,3,3,3,3,2,5,1,8,9,0,0,0,0,5,1,5,0,1,0,0,0,2,9,6,0,1,0,2,0,0,1,2,48,7,6,9,9,9,9,1,9,9,5,5,5,5,5,9,2,1,1967,5,5,1,1,40,1,2,25000,4,23,1997,3,0,30,30600,32400,1,30600,30900,3,30900,31500,5,31500,32400,0,0,0,0,0,0,57600,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58200,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,4769,7,5,20,1997,3,5,38,9,12,0,14,2,1,3,2,1,1,1,5,9,1,2,5,5,1,5,5,5,1,5,1,1,1,9,3,3,3,2,3,2,3,3,3,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,1,2,3,11,0,0,0,0,5,1,1,1,1,0,0,0,5,9,0,0,1,0,0,1,0,5,0,9,3,6,5,1,1,9,1,9,9,5,9,9,9,1,9,2,1,1949,5,5,5,1,40,2,2,24000,5,20,1997,2,0,25,25800,26100,3,25800,26100,9,26100,27000,99,99999,99999,0,0,0,0,0,0,54300,1,3,54300,54600,1,54600,55200,2,55200,55800,0,0,0,0,0,0,55800,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
3,3736,4,6,2,1997,1,2,8,9,18,0,12,2,8,2,2,2,3,2,5,1,2,2,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,5,5,11,1,0,0,0,0,6,1,5,0,1,0,0,0,12,0,0,0,2,0,0,0,0,5,0,36,3,4,5,5,5,5,5,5,5,5,5,1,5,5,9,2,1,1961,5,5,1,1,22,2,2,4000,5,7,1997,3,0,10,30600,34200,1,30600,31200,10,31200,32400,5,32400,33000,10,33000,33300,10,33600,99999,48600,1,10,48900,49200,10,49200,49800,10,49800,50100,10,50100,50400,0,0,0,50400,1,1,52200,55800,0,0,0,0,0,0,0,0,0,0,0,0,1
3,714,3,4,25,1997,1,4,3,6.5,6.5,0,17,2,1,3,1,2,2,9,5,3,3,2,5,5,5,5,5,5,1,5,5,5,1,9,1,2,1,2,3,1,1,2,2,1,1,3,1,3,3,2,2,1,1,2,1,2,3,3,1,3,2,3,2,3,1,0,5,5,2,12,3,0,0,0,4,1,1,2,1,0,0,0,6,8,3,0,1,0,1,0,0,1,3,132,3,5,1,9,9,9,9,9,9,1,5,5,1,1,9,2,1,1957,5,5,5,1,40,2,2,16986,4,25,1997,2,0,30,30600,34200,1,32400,33600,4,33600,34500,5,34500,34800,10,34800,35100,3,35100,35400,45000,1,10,45600,46200,1,46200,48600,10,59400,60600,10,60600,61200,10,48600,61200,61200,1,1,66600,70200,3,70200,74700,6,75600,79200,6,80100,86400,0,0,0,1
3,44,3,4,24,1997,1,5,40,7,24,8,23,2,1,2,2,2,3,3,5,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,1,2,0,23,0,0,0,0,1,1,5,0,1,0,0,0,23,0,0,0,1,0,1,0,0,1,3,36,1,6,9,9,9,1,9,9,9,5,9,9,9,1,9,2,2,1943,5,1,1,1,40,4,2,15000,4,24,1997,5,2,0,30600,28800,99,99999,99999,0,0,0,0,0,0,0,0,0,0,0,0,63900,1,99,99999,99999,0,0,0,0,0,0,0,0,0,0,0,0,64800,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,6313,2,10,14,1997,1,5,9,2,99,2,40,1,8,3,8,2,1,1,5,2,2,2,5,5,5,5,5,5,5,5,5,1,1,9,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,5,5,0,40,0,0,0,0,1,1,5,0,1,0,0,0,38,2,0,0,4,1,0,0,0,1,2,84,3,3,5,5,5,5,5,5,9,1,1,5,5,1,5,2,2,1966,5,1,1,1,50,3,3,15600,10,16,1997,4,0,5,23400,23400,1,23400,25200,4,23400,32400,10,28800,32400,10,32400,34200,10,34200,36000,64800,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62100,1,7,66600,68400,0,0,0,0,0,0,0,0,0,0,0,0,1
3,6313,4,10,16,1997,4,5,8,2,24,3,11,1,1,1,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,2,1,5,0,1,0,0,11,0,0,0,0,2,1,1,0,2,5,0,24,1,2,5,5,5,5,5,5,5,1,5,5,5,1,5,2,2,1967,5,5,1,1,10,2,2,13000,10,15,1997,3,0,45,21600,21600,99,99999,99999,0,0,0,0,0,0,0,0,0,0,0,0,64800,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
3,3603,4,4,99,1997,3,5,6,4,4,99,9,2,1,3,2,2,2,2,5,1,1,1,5,1,5,5,5,5,1,5,5,1,1,9,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,3,2,7,0,0,0,0,7,1,5,0,1,0,0,0,7,1,1,0,1,0,1,0,0,1,2,36,7,7,1,5,5,5,1,5,9,5,1,5,5,5,1,2,1,1965,5,5,1,1,40,2,4,22000,4,24,1997,4,0,5,27000,27900,10,27000,27300,1,27300,27900,3,27900,28200,0,0,0,0,0,0,50400,1,10,50400,51300,3,51300,53100,7,51300,53100,1,53100,54000,0,0,0,54000,1,7,74700,79200,0,0,0,0,0,0,0,0,0,0,0,0,1
3,5150,3,6,19,1997,1,5,40,5,6.5,1,6,1,2,8,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,7,5,5,0,1,0,0,6,0,0,0,0,1,0,0,2,0,5,0,5,3,5,5,5,5,5,5,5,1,1,5,5,5,5,1,2,2,1975,5,1,1,1,40,2,2,12500,6,19,1997,4,0,30,30600,21600,4,30900,31500,7,31500,31800,9,31800,32400,99,99999,99999,0,0,0,64800,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59400,1,1,62100,65700,0,0,0,0,0,0,0,0,0,0,0,0,5
3,5150,4,6,19,1997,1,5,40,5,6.5,1,6,1,2,8,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,7,5,5,0,1,0,0,6,0,0,0,0,1,0,0,2,0,5,0,5,3,5,5,5,5,5,5,5,1,1,5,5,5,5,1,2,2,1975,5,1,1,1,40,2,2,12500,6,19,1997,4,0,30,30600,21600,4,30900,31500,7,31500,31800,9,35400,32400,99,99999,99999,0,0,0,64800,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59400,1,1,62100,65700,0,0,0,0,0,0,0,0,0,0,0,0,5
3,5361,3,99,99,9999,1,5,6,9,9,0,13,2,2,3,3,2,1,3,5,1,2,2,5,5,5,5,5,5,5,5,5,1,1,9,2,2,3,3,3,3,3,3,3,3,2,2,3,3,2,3,3,2,3,2,2,3,3,3,2,3,3,3,2,2,3,1,5,5,0,13,0,0,0,0,3,1,5,0,1,0,0,0,2,11,0,0,1,0,1,0,0,1,5,156,3,6,9,9,9,9,1,9,9,1,5,5,5,5,5,2,2,1927,5,5,1,1,15,1,1,12000,99,99,9999,1,0,35,30300,25200,99,99999,99999,0,0,0,0,0,0,0,0,0,0,0,0,61200,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,9,1,99999,99999,0,0,0,0,0,0,0,0,0,0,0,0,1
3,54,3,99,99,9999,1,5,9,2,2,99,12,9,9,3,9,9,1,9,5,3,2,2,5,5,5,5,5,5,5,5,5,5,5,5,9,9,9,3,3,3,2,3,9,1,3,1,2,3,3,9,2,1,3,3,3,3,3,1,3,3,3,3,3,3,1,0,5,5,6,6,0,0,0,0,1,5,5,0,1,99,99,99,99,11,99,99,8,0,0,0,0,1,2,12,3,6,5,1,5,5,5,5,5,9,1,5,5,5,5,2,1,1939,5,5,5,1,47.5,1,1,99999,11,12,1997,3,0,15,25200,30600,10,25200,30600,0,0,0,0,0,0,0,0,0,0,0,0,63000,1,10,62100,63900,3,62100,63900,0,0,0,0,0,0,0,0,0,63900,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,6210,3,11,5,1997,1,5,6,2,12,0,19,9,9,9,2,9,9,9,5,3,3,9,5,5,1,5,5,5,1,5,5,5,1,1,3,3,2,3,2,3,1,1,2,2,2,2,2,9,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,9,3,1,1,2,99,99,0,0,0,9,5,1,5,0,1,0,0,0,0,0,0,19,1,0,1,0,0,1,5,8,3,7,1,5,5,5,5,5,5,5,1,5,5,1,1,2,1,1947,5,5,1,1,75,2,2,39000,11,5,1997,4,0,30,28800,33000,2,29400,30300,5,30300,31200,1,31200,32100,10,32100,32700,10,32700,33000,54000,1,2,54900,56100,1,56100,57300,3,57300,62100,5,62100,63000,10,63000,64800,64800,1,7,68700,72000,0,0,0,0,0,0,0,0,0,0,0,0,1
