DEMREL02,DEMID01,DEMSN01,RELPCG02,RELOCG02,SIBIND02,CH02PRWT,PCGRES02,OCGRES02,ASMRES02,CHRES02,TDRES02,CCDRES02,EMSRES02,IWER02,SBLNUM03,SBLNUM01,BIOPR03,BIOPR01,BIOGPR03,BIOGPR01,PCGEMS02
6,1002,4,1,4,1,16.954,1,1,1,1,1,1,0,2028,1,1,1,1,2,2,0
6,1013,3,1,4,1,19.075001,1,1,1,1,1,1,0,2110,1,1,1,1,2,2,0
6,1013,4,1,4,1,18.487,1,1,1,1,1,1,0,2110,1,1,1,1,2,2,0
6,1016,3,3,6,5,21.356001,1,1,1,1,1,1,1,2108,0,0,4,4,0,0,1
6,1018,5,1,4,5,5.0840001,1,1,1,0,1,0,1,2064,2,2,1,1,2,2,1
6,1023,3,1,0,1,22.948999,1,0,1,1,1,5,0,2037,2,2,2,1,2,2,5
6,1023,4,1,0,1,22.634001,1,0,1,0,1,5,0,2037,2,2,2,1,2,2,5
6,1033,3,1,4,1,20.615,1,1,1,1,1,1,0,2104,1,1,1,1,0,0,0
6,1033,4,1,4,1,19.856001,1,1,1,1,1,1,1,2104,1,1,1,1,0,0,1
6,1038,2,1,0,1,17.853001,1,0,5,5,5,5,0,2097,1,1,2,2,2,2,0
6,1038,3,1,0,1,17.216,1,0,5,5,5,1,5,2097,1,1,2,2,2,2,1
6,1043,3,1,14,1,19.031,1,5,5,5,1,5,0,2088,3,3,2,2,0,0,5
6,1043,4,1,14,1,18.948999,1,5,5,5,1,5,0,2088,3,3,2,2,0,0,5
6,1047,3,1,0,1,4.6090002,1,0,1,1,1,1,1,2060,2,2,2,2,2,2,1
6,1047,4,1,0,1,4.6090002,1,0,1,1,1,1,1,2060,2,2,2,2,2,2,1
6,1048,3,1,4,5,67.038002,1,1,1,1,1,0,0,2055,96,96,1,1,0,0,0
6,1057,3,1,4,5,25.164,1,5,5,0,5,0,0,2102,0,0,1,1,2,2,5
6,1059,3,1,4,1,30.216999,1,1,1,1,1,1,5,2031,3,3,1,1,2,2,1
6,1059,4,1,4,1,29.448999,1,1,1,1,1,1,1,2031,3,3,1,1,2,2,1
6,1061,4,1,4,1,31.278,1,1,1,1,1,1,0,2094,2,2,1,1,0,0,0
6,1061,5,1,4,1,29.952999,1,1,1,0,1,1,5,2094,2,2,1,1,0,0,1
6,1066,4,1,4,1,2.029,1,1,1,1,1,0,0,2052,2,2,1,1,0,0,0
6,1066,5,1,4,1,1.976,1,1,1,1,1,1,1,2052,2,2,1,1,0,0,1
6,1071,3,1,4,1,29.291,1,1,1,1,1,1,0,2101,2,2,1,1,2,2,0
6,1071,5,1,4,1,28.360001,1,1,5,5,1,1,1,2101,2,2,1,1,2,2,1
6,1076,2,1,0,1,3.3559999,1,0,1,1,1,1,0,2056,1,1,2,2,2,2,0
6,1076,3,1,0,1,3.2190001,1,0,1,1,1,1,5,2056,1,1,2,2,2,2,1
6,1082,3,1,4,1,56.391998,1,1,1,1,1,0,0,2094,2,2,1,1,2,2,0
6,1082,4,1,4,1,54.737,1,1,1,1,1,0,5,2094,2,2,1,1,2,2,1
6,1085,2,1,8,1,12.296,1,5,1,1,1,1,0,2074,2,2,2,2,2,2,0
6,1085,4,1,8,1,12.226,1,5,1,1,1,1,0,2074,2,2,2,2,2,2,0
6,1086,3,1,4,5,5.6469998,1,5,5,5,5,0,0,2074,96,9,1,1,2,2,5
6,1093,3,1,13,1,2.7620001,1,5,1,1,1,1,0,2008,3,3,2,2,2,2,0
6,1093,4,1,13,1,2.697,1,5,1,1,1,1,1,2008,3,3,2,2,2,2,1
6,1096,3,1,0,5,18.826,1,0,1,1,1,0,0,2103,1,1,2,2,2,2,0
6,1098,3,1,4,5,26.945999,1,1,1,1,1,1,0,2027,9,9,1,1,0,0,0
6,1100,5,3,5,1,10.441,1,1,1,1,1,1,0,2034,0,0,4,4,0,0,0
6,1101,3,4,1,5,33.272999,1,5,1,1,1,1,0,2102,0,0,1,1,0,0,0
6,1107,4,1,4,5,20.291,1,1,1,1,1,1,0,2083,1,1,1,1,2,2,0
6,1111,4,1,4,1,8.6049995,1,1,1,5,1,1,1,2062,2,2,1,1,2,2,1
6,1111,5,1,4,1,8.6049995,1,1,1,0,1,1,5,2062,2,2,1,1,2,2,1
6,1112,3,11,7,5,37.897999,1,1,5,1,1,1,1,2061,96,96,4,4,1,1,1
6,1113,3,1,7,1,9.6400003,1,1,1,1,1,1,0,2026,1,1,2,2,1,1,0
6,1113,4,1,7,1,9.2790003,1,1,1,5,1,1,1,2026,1,1,2,2,1,1,1
6,1117,5,1,4,1,13.563,1,1,1,1,1,0,0,2086,3,4,1,1,2,2,0
6,1117,6,1,4,1,13.126,1,1,1,0,1,0,0,2086,3,4,1,1,2,2,0
6,1122,4,1,4,1,26.572001,1,1,1,1,1,1,0,2086,2,2,1,1,2,2,0
6,1122,5,1,4,1,26.507999,1,1,1,1,1,1,0,2086,2,2,1,1,2,2,0
6,1135,4,1,4,1,22.091,1,5,5,5,1,5,0,2031,1,2,1,1,0,0,5
6,1135,5,1,4,1,21.971001,1,5,5,5,1,0,0,2031,1,2,1,1,0,0,5
6,1136,3,1,4,5,9.4940004,1,1,1,1,1,1,0,2058,0,0,3,3,2,2,0
6,1139,4,1,4,1,13.623,1,1,1,5,1,1,0,2061,1,1,1,1,2,2,5
6,1143,4,1,4,5,29.236,1,1,1,1,1,0,0,2023,1,1,1,1,2,2,0
6,1148,3,1,4,1,15.206,1,1,1,1,1,1,1,2073,2,2,1,1,2,2,1
6,1148,4,1,4,1,15.05,1,1,1,0,1,1,1,2073,2,2,1,1,2,2,1
6,1161,4,4,0,5,19.594999,1,0,1,1,1,1,5,2103,96,1,2,1,2,2,1
6,1164,4,1,4,1,27.59,1,5,1,1,1,1,0,2002,96,1,1,1,2,2,0
6,1169,2,1,5,5,31.171,1,1,1,1,1,1,0,2046,0,0,3,2,0,0,0
6,1173,5,1,5,1,34.848999,1,1,1,1,1,1,0,2055,2,2,3,2,2,0,5
6,1177,2,1,0,5,1.302,1,0,1,1,5,1,0,2046,0,0,2,2,0,2,0
6,1178,3,1,4,1,21.915001,1,1,1,1,1,1,1,2040,1,1,1,1,2,2,1
6,1178,4,1,4,1,21.711,1,1,1,1,1,1,1,2040,1,1,1,1,2,2,1
6,1180,3,1,4,1,16.367001,1,5,1,1,1,1,1,2013,2,1,1,1,2,2,1
6,1180,4,1,4,1,16.150999,1,5,1,0,1,1,5,2013,2,1,1,1,2,2,1
6,1182,3,1,4,1,16.797001,1,1,1,1,1,1,0,2035,1,1,1,1,2,2,0
6,1182,4,1,4,1,16.797001,1,1,1,1,1,1,0,2035,1,1,1,1,2,2,0
6,1184,3,1,4,5,3.0999999,1,1,1,1,1,1,1,2041,2,1,1,1,2,2,1
6,1188,4,1,4,5,11.893,1,1,1,1,1,1,0,2095,1,1,1,1,0,3,0
6,1189,3,1,4,5,28.858,1,1,1,1,1,0,1,2020,1,1,1,1,2,2,1
6,1191,3,1,4,5,10.367,1,1,1,1,1,1,0,2018,0,0,1,1,2,2,0
6,1195,3,1,4,1,21.208,1,1,1,1,1,1,5,2092,1,1,1,1,2,2,1
6,1195,4,1,4,1,20.73,1,1,1,5,1,1,1,2092,1,1,1,1,2,2,1
6,1200,3,8,7,1,30.455,1,1,5,5,1,5,0,2105,1,1,4,4,1,1,5
6,1200,4,8,7,1,30.364,1,1,1,1,1,1,0,2105,1,1,4,4,1,1,0
6,1204,5,1,4,5,33.362,1,1,1,1,1,1,0,2090,9,2,2,1,2,2,0
6,1212,4,1,4,1,20.57,1,1,1,1,1,1,0,2044,2,2,1,1,2,2,0
6,1212,5,1,4,1,20.354,1,1,1,1,1,5,0,2044,2,2,1,1,2,2,0
6,1218,5,1,4,5,28.452,1,1,1,1,1,1,0,2092,9,2,1,1,2,2,0
6,1222,3,1,4,1,22.702,1,1,1,1,5,1,0,2071,1,1,1,1,2,2,0
6,1222,4,1,4,1,22.636999,1,1,1,1,5,1,0,2071,1,1,1,1,2,2,0
6,1232,3,1,4,5,17.441,1,1,1,5,1,1,1,2014,2,1,1,1,2,2,1
6,1233,3,1,4,5,22.112,1,1,1,5,1,1,1,2067,0,0,1,1,2,2,1
6,1234,3,7,8,1,1.3150001,1,1,1,1,1,5,5,2110,2,2,0,4,1,1,1
6,1234,4,7,8,1,1.033,1,1,1,1,1,5,1,2110,2,2,0,4,1,1,1
6,1239,3,1,4,5,12.565,1,1,1,1,1,1,5,2104,0,0,1,1,0,0,1
6,1240,2,11,0,5,2.2279999,1,0,1,1,1,1,1,2051,96,96,4,4,2,2,1
6,1242,2,1,0,5,2.779,1,0,1,1,1,1,5,2073,0,0,2,2,2,2,1
6,1245,3,1,4,1,23.080999,1,1,1,1,1,1,0,2018,1,1,1,1,0,0,0
6,1245,4,1,4,1,22.862,1,1,1,1,1,1,0,2018,1,1,1,1,0,0,0
6,1247,3,1,4,1,23.674999,1,1,1,1,1,1,0,2080,1,1,1,1,0,0,0
6,1247,4,1,4,1,23.488001,1,1,1,1,1,1,0,2080,1,1,1,1,0,0,0
6,1249,2,1,0,1,4.2880001,1,0,1,1,1,5,0,2046,1,1,2,2,0,0,0
6,1249,3,1,0,1,4.2309999,1,0,1,1,1,1,5,2046,1,1,2,2,0,0,1
6,1253,3,1,4,1,19.527,1,1,1,1,1,1,0,2037,1,1,1,1,0,0,0
6,1253,4,1,4,1,19.478001,1,1,1,5,1,1,1,2037,1,1,1,1,0,0,1
6,1256,3,1,5,5,15.284,1,1,1,1,1,1,1,2042,96,96,2,2,2,2,1
6,1268,3,1,0,1,8.8360004,1,0,1,1,1,1,0,2098,1,2,2,2,2,2,0
6,1268,4,1,0,1,5.9320002,1,0,1,5,5,1,1,2098,3,2,2,2,1,1,1
6,1282,3,1,5,5,1.7690001,1,1,1,1,1,1,0,2008,96,96,2,2,2,2,0
6,1289,3,1,4,5,8.4020004,1,1,1,1,1,1,0,2082,96,96,1,1,0,0,0
6,1293,4,1,14,5,18.209,1,1,1,1,1,1,1,2107,1,1,1,1,0,0,1
6,1303,2,1,0,5,12.512,1,0,1,1,1,1,5,2092,0,0,2,2,2,2,1
6,1309,3,1,4,1,17.827,1,1,1,1,1,0,0,2088,1,1,1,1,2,2,0
6,1309,4,1,4,1,17.629,1,1,1,1,1,0,5,2088,1,1,1,1,2,2,1
6,1313,3,1,4,5,1.304,1,1,1,1,1,1,5,2077,0,0,1,1,2,2,1
6,1318,2,1,0,5,11.284,1,0,1,5,1,1,1,2050,96,96,2,2,2,2,1
6,1329,3,1,5,5,37.754002,1,1,1,1,1,0,0,2096,0,0,2,2,2,2,0
6,1336,4,1,4,5,20.719,1,1,1,1,1,1,0,2037,9,1,1,1,2,2,0
6,1337,2,1,0,5,15.701,1,0,1,1,1,1,0,2006,96,96,2,2,0,0,0
6,1339,2,1,0,5,5.467,1,0,1,0,1,1,1,2093,1,1,2,2,2,2,1
6,1344,3,1,4,5,17.025999,1,1,1,0,1,1,1,2034,0,0,1,1,2,2,1
6,1355,5,1,4,1,1.751,1,5,5,5,5,5,0,2026,2,3,1,1,0,0,5
6,1355,6,1,4,1,2.1570001,1,5,5,5,5,5,0,2026,2,3,1,1,0,0,5
6,1356,2,1,0,5,6.0539999,1,0,1,1,1,1,0,2050,96,96,2,2,2,2,0
6,1363,3,3,6,1,19.197001,1,1,1,1,1,1,0,2086,0,0,4,4,0,0,0
6,1363,4,3,6,1,19.358,1,1,1,1,1,1,0,2086,0,0,4,4,0,0,0
6,1364,3,4,19,5,27.391001,1,1,1,1,1,1,0,2072,1,96,3,3,2,2,0
6,1372,3,1,4,1,21.676001,1,1,1,1,1,0,0,2077,2,2,1,1,2,2,0
6,1372,4,1,4,1,21.143,1,1,1,1,1,0,5,2077,2,2,1,1,2,2,1
6,1378,2,1,0,1,31.079,1,0,1,1,1,1,0,2054,1,1,2,2,2,2,0
6,1378,3,1,0,1,30.289,1,0,1,1,1,1,1,2054,1,1,2,2,2,2,1
6,1383,3,1,4,1,17.507999,1,1,1,1,1,1,0,2035,1,1,1,1,2,2,0
6,1383,4,1,4,1,17.089001,1,1,1,1,1,1,0,2035,1,1,1,1,2,2,0
6,1385,3,1,0,1,14.686,1,0,1,5,1,0,1,2032,2,2,2,2,2,2,1
6,1385,4,1,0,1,14.496,1,0,1,0,1,0,1,2032,2,2,2,2,2,2,1
6,1388,4,1,0,5,61.708,1,0,1,1,1,1,0,2016,2,3,2,2,0,0,0
6,1390,3,1,4,1,18.087999,1,1,1,1,1,1,0,2095,2,2,1,1,2,2,0
6,1390,4,1,4,1,18.041,1,1,1,1,1,1,5,2095,2,2,1,1,2,2,1
6,1391,4,1,4,1,18.893999,1,1,1,1,1,1,0,2006,2,2,1,1,2,2,0
6,1391,5,1,4,1,18.468,1,1,1,1,1,1,0,2006,2,2,1,1,2,2,0
6,1392,3,1,6,1,24.254,1,1,1,1,1,1,0,2013,2,2,2,2,0,0,0
6,1392,4,1,4,1,23.295,1,1,1,0,1,1,5,2013,2,2,1,1,0,0,1
6,1396,3,1,4,5,17.798,1,1,1,1,1,1,0,2088,0,0,1,1,2,2,0
6,1398,3,1,4,1,1.6390001,1,1,1,1,1,1,0,2001,0,1,0,1,0,0,0
6,1398,4,1,4,1,1.564,1,1,1,1,1,1,5,2001,0,1,0,1,0,0,1
6,1404,3,11,0,1,4.2069998,1,0,1,1,1,1,1,2019,1,1,0,0,0,0,1
6,1404,4,11,0,1,3.582,1,0,1,1,1,1,1,2019,1,1,0,0,0,0,1
6,1407,3,1,4,5,3.2709999,1,5,5,5,5,5,0,2101,1,1,1,1,2,2,5
6,1408,2,1,0,5,3.927,1,0,1,1,1,1,0,2034,1,1,2,2,2,2,0
6,1409,3,1,4,1,3.1800001,1,1,1,1,1,1,0,2082,1,1,1,1,2,2,0
6,1409,4,1,4,1,3.063,1,1,1,5,1,1,1,2082,1,1,1,1,2,2,1
6,1413,3,1,4,1,36.757,1,1,5,5,1,5,0,2035,1,1,1,1,2,2,5
6,1413,4,1,4,1,36.327999,1,1,5,5,1,5,0,2035,1,1,1,1,2,2,0
6,1421,3,4,2,5,5.6830001,1,5,5,5,5,5,0,2063,0,0,3,3,2,2,5
6,1422,4,1,4,1,26.448999,1,1,1,1,1,0,0,2049,2,2,1,1,2,2,0
6,1422,5,1,4,1,25.986,1,1,1,1,1,0,0,2049,2,2,1,1,2,2,5
6,1423,3,1,4,5,14.903,1,1,1,5,1,1,1,2004,2,1,1,1,2,2,1
6,1425,3,1,0,1,2.4660001,1,0,1,1,1,1,0,2091,2,2,2,2,2,2,0
6,1425,4,1,0,1,2.431,1,0,1,1,1,1,5,2091,2,2,2,2,2,2,1
6,1428,4,1,4,5,8.052,1,5,1,1,1,1,1,2086,1,1,1,1,2,2,1
6,1436,3,1,4,1,39.223999,1,1,1,1,1,1,0,2004,1,1,1,1,2,2,0
6,1436,4,1,4,1,38.25,1,1,1,0,1,1,1,2004,1,1,1,1,2,2,1
6,1448,4,1,4,5,28.687,1,1,1,1,1,0,0,2014,1,1,1,1,2,2,0
6,1449,3,7,8,5,7.29,1,1,1,1,1,1,1,2059,0,96,4,4,2,2,1
6,1450,3,1,4,1,18.33,1,1,1,1,1,1,0,2006,2,2,1,1,2,2,0
6,1450,4,1,4,1,17.872,1,1,1,5,1,1,1,2006,2,2,1,1,2,2,1
6,1458,3,1,4,1,17.474001,1,1,1,1,1,1,1,2001,1,1,1,1,2,2,1
6,1458,4,1,4,1,17.493999,1,1,1,5,1,1,1,2001,1,1,1,1,2,2,1
6,1460,2,1,0,1,2.152,1,0,1,1,1,0,0,2087,2,2,2,2,0,0,0
6,1460,4,1,0,1,2.095,1,0,1,1,1,1,0,2087,2,2,2,2,0,0,0
6,1468,3,1,4,5,27.250999,1,1,1,0,1,1,1,2073,1,1,1,1,2,2,1
6,1469,3,1,4,5,14.482,1,1,1,0,1,0,1,2015,1,1,1,1,2,2,1
6,1474,2,4,0,5,3.085,1,0,1,1,1,1,0,2093,0,0,3,3,0,0,0
6,1484,4,1,4,5,21.434,1,1,1,1,1,1,0,2035,96,1,1,1,2,2,0
6,1486,2,4,0,1,14.387,1,0,1,1,1,1,1,2030,1,1,2,3,0,0,1
6,1486,3,4,0,1,14.236,1,0,1,1,1,1,5,2030,1,1,2,3,0,0,1
6,1487,4,1,4,1,20.612,1,1,1,1,1,1,0,2037,1,2,1,1,2,2,0
6,1487,5,1,4,1,20.103001,1,1,1,1,1,1,1,2037,1,2,1,1,2,2,1
6,1490,2,1,0,1,1.033,1,0,1,1,5,1,0,2091,1,1,2,2,2,2,0
6,1490,3,1,0,1,1.033,1,0,1,1,1,1,0,2091,1,1,2,2,2,2,0
6,1491,3,1,5,5,1.033,1,1,1,1,1,1,0,2091,2,1,2,2,2,2,0
6,1493,3,1,4,1,34.507999,1,1,1,1,1,1,0,2044,2,2,1,1,2,2,0
6,1493,5,1,4,1,33.576,1,1,1,1,1,1,0,2044,2,2,1,1,2,2,0
6,1500,2,1,0,1,15.825,1,0,5,5,1,0,0,2099,1,1,2,2,2,2,0
6,1500,3,1,0,1,15.719,1,0,5,5,1,0,0,2099,1,1,2,2,2,2,0
6,1508,3,1,4,5,19.913,1,1,5,5,1,0,0,2071,1,1,1,1,0,0,5
6,1509,2,1,0,1,35.379002,1,0,1,1,1,0,0,2060,1,1,2,2,2,2,0
6,1509,3,1,0,1,34.308998,1,0,1,1,1,0,5,2060,1,1,2,2,2,2,1
6,1513,2,1,0,1,4.632,1,0,1,1,5,1,0,2018,0,1,0,2,0,2,0
6,1513,3,1,0,1,3.661,1,0,1,1,5,1,0,2018,0,1,0,2,0,2,0
6,1515,2,1,10,5,22.608,1,1,1,0,1,1,1,2016,1,1,2,2,2,2,1
6,1522,2,1,0,1,3.842,1,0,5,1,5,1,5,2087,1,1,2,2,0,0,1
6,1522,3,1,0,1,3.9349999,1,0,5,1,5,1,0,2087,1,1,2,2,0,0,0
6,1523,3,1,4,5,16.256001,1,1,1,0,1,1,5,2005,0,0,1,1,2,2,1
6,1525,3,1,4,1,39.506001,1,5,1,1,1,1,0,2007,2,2,1,1,2,2,0
6,1525,5,1,4,1,38.317001,1,5,1,0,1,1,1,2007,2,2,1,1,2,2,1
6,1530,3,7,0,5,16.688999,1,0,1,1,1,1,1,2034,0,0,4,4,1,1,1
6,1534,3,1,4,5,46.389999,1,1,1,1,1,1,5,2053,1,1,1,1,0,0,1
6,1543,3,1,4,1,18.391001,1,1,1,1,1,0,0,2035,1,1,1,1,2,2,0
6,1543,4,1,4,1,17.951,1,1,1,1,1,0,0,2035,1,1,1,1,2,2,0
6,1548,5,13,4,1,62.694,1,1,1,1,1,0,0,2054,5,5,1,1,0,0,0
6,1548,7,13,4,1,59.994999,1,1,1,1,1,0,0,2054,5,5,1,1,0,0,0
6,1556,3,1,4,5,22.055,1,1,1,1,1,1,0,2061,9,1,1,1,2,2,0
6,1563,3,1,4,1,16.917999,1,1,1,1,1,1,0,2002,2,2,1,1,2,2,0
6,1563,4,1,4,1,16.243999,1,1,1,1,1,1,1,2002,2,2,1,1,2,2,1
6,1564,5,1,4,1,16.940001,1,1,1,1,1,1,0,2042,2,2,1,1,0,0,0
6,1600,3,1,4,1,33.537998,1,1,1,1,1,1,1,2020,1,1,1,1,2,2,1
6,1600,4,1,4,1,33.433998,1,1,1,0,1,1,1,2020,1,1,1,1,2,2,1
6,1602,4,1,4,5,15.246,1,1,1,1,1,1,0,2067,1,1,1,1,2,2,0
6,1604,3,1,4,5,19.306,1,1,1,5,1,0,5,2090,3,2,2,2,2,2,1
6,1605,4,1,4,1,44.182999,1,1,1,1,1,1,1,2090,4,4,1,1,0,0,1
6,1605,5,1,4,1,43.049,1,1,1,0,1,1,5,2090,4,4,1,1,0,0,1
6,1615,6,1,0,5,19.853001,1,0,1,1,1,1,0,2097,1,3,2,2,0,0,0
6,1617,2,1,0,1,20.812,1,0,5,5,1,1,0,2006,1,1,2,2,2,2,0
6,1617,3,1,0,1,20.424,1,0,1,1,1,5,0,2006,1,1,2,2,2,2,0
6,1621,3,1,4,1,5.757,1,1,1,1,1,5,5,2051,2,2,1,1,2,2,1
6,1621,4,1,4,1,5.6900001,1,1,1,0,1,5,5,2051,2,2,1,1,2,2,1
6,1622,3,1,4,5,1.954,1,1,1,1,1,1,5,2060,1,1,1,1,2,2,1
6,1627,3,1,4,1,22.830999,1,1,1,1,1,1,0,2096,1,1,1,1,2,2,0
6,1627,4,1,4,1,18.999001,1,1,1,1,1,1,5,2096,1,1,1,1,2,2,1
6,1633,2,1,0,5,44.280998,1,0,1,1,1,1,5,2096,0,0,2,2,2,2,1
6,1636,3,1,4,1,6.3530002,1,1,1,1,1,1,0,2020,1,1,1,1,0,2,0
6,1636,4,1,4,1,4.948,1,1,1,1,1,1,0,2020,1,1,1,1,0,2,0
6,1637,4,7,12,5,6.007,1,1,1,1,1,1,5,2115,96,96,4,4,1,1,1
6,1640,5,1,4,5,12.903,1,1,1,1,1,1,5,2071,1,2,1,1,2,2,1
6,1645,3,1,4,5,18.226,1,1,1,1,1,1,5,2006,0,0,1,1,2,2,1
6,1646,5,1,7,5,5.875,1,1,1,1,1,1,1,2041,1,0,2,2,1,1,1
6,1653,4,1,14,1,22.282,1,1,1,1,1,1,0,2111,1,2,2,2,0,0,0
6,1654,3,1,5,5,10.028,1,1,1,1,1,1,0,2008,0,0,2,2,2,2,0
6,1663,5,1,7,5,4.0359998,1,1,1,1,1,1,5,2026,0,0,2,2,1,1,1
6,1664,3,4,1,5,2.148,1,1,1,0,1,1,1,2073,0,0,1,1,0,2,1
6,1667,3,1,4,5,1.923,1,1,1,5,1,1,1,2026,1,1,1,1,2,2,1
6,1670,2,1,0,1,1.784,1,0,1,1,5,1,1,2026,1,1,2,2,0,0,1
6,1670,3,1,0,1,1.788,1,0,1,0,5,1,5,2026,1,1,2,2,0,0,1
6,1680,4,1,4,1,17.385,1,1,1,1,1,1,0,2084,1,2,1,1,0,0,0
6,1680,5,1,4,1,16.870001,1,1,1,1,1,1,0,2084,1,2,1,1,0,0,0
6,1684,2,1,0,1,2.6329999,1,0,1,1,1,1,1,2054,1,1,2,2,2,2,1
6,1684,3,1,0,1,2.6270001,1,0,1,1,1,1,5,2054,1,1,2,2,2,2,1
6,1686,4,1,5,5,8.1040001,1,1,1,1,1,1,0,2071,1,2,2,2,2,2,0
6,1687,3,4,1,1,2.1830001,1,1,1,1,1,1,0,2054,1,1,1,1,2,2,0
6,1687,4,1,4,1,2.1400001,1,1,1,5,1,1,5,2054,1,1,1,1,2,2,1
6,1690,3,1,4,1,9.5120001,1,1,1,1,1,1,1,2097,2,2,1,1,2,2,1
6,1690,4,1,4,1,9.3059998,1,1,1,0,1,1,1,2097,2,2,1,1,2,2,1
6,1694,3,1,0,1,1.67,1,0,1,1,1,1,0,2091,1,1,2,2,2,2,0
6,1694,4,7,0,1,1.618,1,0,1,0,1,1,5,2091,2,1,2,2,1,1,1
6,1700,3,4,2,5,1.033,1,5,1,1,5,5,0,2110,1,1,3,3,2,2,0
6,1704,3,1,4,5,32.375999,1,1,1,1,1,1,1,2111,2,1,2,2,2,2,1
6,1709,3,1,5,5,21.742001,1,1,1,5,1,5,0,2059,0,0,0,2,0,2,9
6,1711,3,1,4,1,9.7379999,1,1,1,1,1,1,0,2006,3,2,1,1,2,2,0
6,1711,4,1,4,1,9.566,1,1,1,1,1,1,0,2006,3,2,1,1,2,2,0
6,1713,3,1,0,1,8.8610001,1,0,1,1,1,1,0,2006,1,1,2,1,2,2,0
6,1713,4,1,0,1,7.822,1,0,1,1,1,0,5,2006,1,1,2,1,2,2,1
6,1714,3,1,4,5,17.886,1,1,1,1,1,5,0,2095,1,1,1,1,2,2,5
6,1715,3,1,4,1,20.622,1,1,1,1,1,0,0,2102,1,1,1,1,2,2,0
6,1715,4,1,4,1,20.311001,1,1,1,1,1,0,0,2102,1,1,1,1,2,2,0
6,1718,3,1,4,1,42.776001,1,1,5,5,1,5,0,2012,1,1,1,1,0,0,0
6,1718,4,1,4,1,42.326,1,1,5,5,1,5,0,2012,1,1,1,1,0,0,0
6,1719,2,1,0,5,3.1129999,1,0,1,0,1,1,1,2016,2,2,2,2,2,2,1
6,1723,4,1,4,5,22.85,1,1,1,1,1,1,1,2001,1,1,1,1,0,0,1
6,1724,3,1,4,1,27.386999,1,1,5,5,1,5,0,2012,2,2,1,1,2,2,0
6,1724,4,1,4,1,27.139999,1,1,5,5,1,5,0,2012,2,2,1,1,2,2,0
6,1728,2,11,12,5,37.151001,1,1,1,1,1,1,0,2063,0,0,0,0,1,1,0
6,1730,3,1,4,5,28.712,1,1,1,1,1,1,0,2055,96,1,1,1,2,2,0
6,1737,4,1,4,1,28.768999,1,1,1,1,1,1,0,2001,3,3,1,1,2,2,0
6,1737,5,1,4,1,27.917,1,1,1,1,1,1,5,2001,3,3,1,1,2,2,1
6,1738,3,1,5,1,25.539,1,1,1,0,1,0,0,2035,1,1,2,2,0,0,0
6,1738,4,1,5,1,25.539,1,1,1,0,1,0,0,2035,1,1,2,2,0,0,0
6,1747,3,1,4,5,19.445,1,1,1,1,1,1,5,2115,0,0,1,1,2,2,1
6,1752,4,1,4,1,32.594002,1,1,1,1,1,1,5,2046,2,2,1,1,2,2,1
6,1752,5,1,4,1,31.875,1,1,1,5,1,1,5,2046,2,2,1,1,2,2,1
6,1756,3,1,4,1,19.546,1,5,5,5,5,5,0,2108,0,1,0,1,0,2,5
6,1761,3,1,4,1,22.643999,1,1,1,1,1,1,0,2092,1,1,1,1,2,2,0
6,1761,4,1,4,1,22.409,1,1,1,1,1,1,1,2092,1,1,1,1,2,2,1
6,1762,2,1,0,1,13.499,1,0,1,1,1,1,0,2035,1,1,2,2,2,2,0
6,1762,3,1,0,1,13.249,1,0,1,1,1,1,0,2035,1,1,2,2,2,2,0
6,1764,3,1,0,1,27.275999,1,0,1,1,5,1,1,2032,2,2,2,2,2,2,1
6,1764,4,1,0,1,26.732,1,0,1,0,5,1,1,2032,2,2,2,2,2,2,1
6,1767,5,1,4,5,21.158001,1,1,1,1,1,0,0,2108,1,2,1,1,2,2,0
6,1771,2,1,5,1,13.725,1,1,1,1,1,1,0,2096,1,1,2,2,2,2,0
6,1771,3,1,5,1,13.577,1,1,1,1,1,1,0,2096,1,1,2,2,2,2,0
6,1780,5,1,13,1,7.073,1,1,1,1,1,1,1,2076,4,4,2,2,2,2,1
6,1780,6,1,13,1,7.0209999,1,1,1,1,1,1,0,2076,4,4,2,2,2,2,5
6,1782,3,1,4,5,1.198,1,1,1,1,1,1,0,2008,9,9,1,1,2,2,0
6,1793,2,1,0,1,1.387,1,0,1,1,1,1,0,2026,1,1,2,2,2,2,0
6,1793,3,1,0,1,1.369,1,0,1,1,1,1,5,2026,1,1,2,2,2,2,1
6,1796,3,1,0,1,20.893,1,0,1,1,1,1,0,2014,1,1,2,2,0,0,0
6,1796,4,1,0,1,20.731001,1,0,1,1,1,1,0,2014,1,1,2,2,0,0,0
6,1799,3,1,0,1,1.975,1,0,1,5,1,5,1,2093,1,1,2,1,0,0,1
6,1799,4,1,0,1,1.791,1,0,1,0,1,1,5,2093,1,1,2,1,0,0,1
6,1800,3,1,4,5,23.025,1,5,5,5,5,5,0,2075,0,0,1,1,2,2,5
6,1812,4,2,4,1,1.033,1,1,1,1,1,1,0,2016,1,2,3,3,2,2,0
6,1812,5,2,4,1,1.033,1,1,1,1,1,1,0,2016,1,2,3,3,2,2,0
6,1814,3,4,1,1,32.091999,1,5,1,5,1,5,0,2052,2,2,1,1,0,0,0
6,1814,4,4,1,1,31.832001,1,5,1,5,1,1,5,2052,2,2,1,1,0,0,1
